model,n_trials,subject_id,source_study,negative_log_likelihood,log_likelihood,aic,bic,converged,optimizer_message,n_function_evaluations,n_iterations,n_starts,learning_rate,inverse_temperature,outcome_sensitivity,loss_aversion,response_consistency,delta_aic,delta_bic,best_aic,best_bic
pvl_delta,100,446,Wood,127.85466999262823,-127.85466999262823,263.70933998525646,274.1300207292088,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,230,11,32,0.00018528405450103283,,0.1677457779838506,1e-06,4.993942357085363,0.0,0.0,True,True
q_learning,100,446,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,17.549532238721895,12.33919186674575,False,False
pvl_delta,100,447,Wood,116.80527938693736,-116.80527938693736,241.61055877387471,252.0312395178271,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,700,73,32,0.999999,,0.5274408942404119,1e-06,0.9032999158611178,0.0,0.0,True,True
q_learning,100,447,Wood,134.93887569724066,-134.93887569724066,273.8777513944813,279.0880917664575,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,45,10,1,1.0,0.10951958027517056,,,,32.26719262060661,27.056852248630435,False,False
pvl_delta,100,448,Wood,105.78373316521812,-105.78373316521812,219.56746633043625,229.98814707438862,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,690,92,32,0.1489629797830544,,0.4091635524088458,0.7233403320759333,1.524541674968781,0.0,0.0,True,True
q_learning,100,448,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,61.69140589354211,56.48106552156594,False,False
pvl_delta,100,449,Wood,75.62399596798879,-75.62399596798879,159.24799193597758,169.66867267992995,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,345,37,32,0.24870400739996468,,0.5740346041147577,0.6063839161281839,1.844437943698626,0.0,0.0,True,True
q_learning,100,449,Wood,91.39242453943491,-91.39242453943491,186.78484907886983,191.995189450846,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,48,8,1,0.05241300192566768,8.626415921178227,,,,27.536857142892245,22.326516770916044,False,False
pvl_delta,100,450,Wood,138.629436111758,-138.629436111758,285.258872223516,295.67955296746834,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,115,2,32,1e-06,,1e-06,1e-06,2.2737367544323206e-05,3.9999999995376356,9.21034037151378,False,False
q_learning,100,450,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,0.0,0.0,True,True
pvl_delta,100,451,Wood,131.49817037294594,-131.49817037294594,270.99634074589187,281.4170214898442,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,320,32,32,0.3385499728769179,,0.4434963676332693,1.2431325291106075,0.5747536955529761,0.0,1.6044384216003778,True,False
q_learning,100,451,Wood,135.30112134813382,-135.30112134813382,274.60224269626764,279.81258306824384,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,51,10,1,0.2946024887960652,0.32823350604426593,,,,3.6059019503757668,0.0,False,True
pvl_delta,100,452,Wood,138.6294361119145,-138.6294361119145,285.258872223829,295.6795529677813,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,2,32,1e-06,,2.0,1e-06,2.627365128579036e-06,3.9999999998506155,9.21034037182676,False,False
q_learning,100,452,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,0.0,0.0,True,True
pvl_delta,100,453,Wood,74.62399172264675,-74.62399172264675,157.2479834452935,167.66866418924587,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,130,20,32,0.4193752287192523,,0.6149268168528789,1.9790074664855837,1.0168977988882746,0.0,0.0,True,True
q_learning,100,453,Wood,80.01938642500039,-80.01938642500039,164.03877285000078,169.24911322197696,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,6,1,0.5138743091759667,2.2883265903133925,,,,6.790789404707283,1.5804490327310816,False,False
pvl_delta,100,454,Wood,129.73871722395813,-129.73871722395813,267.47743444791627,277.8981151918686,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,615,77,32,0.2210689547516019,,0.4363125733608691,0.252884373854051,1.0589110385449445,0.0,0.0,True,True
q_learning,100,454,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,13.781437776062091,8.571097404085947,False,False
pvl_delta,100,455,Wood,136.51475988860724,-136.51475988860724,281.0295197772145,291.45020052116683,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,125,6,32,3.997751415281885e-05,,1e-06,9.999999999599579,4.962021846435769,4.5329255895945835,9.743265961570728,False,False
q_learning,100,455,Wood,136.24829709380995,-136.24829709380995,276.4965941876199,281.7069345595961,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,216,56,1,0.0022128024412537803,20.0,,,,0.0,0.0,True,True
pvl_delta,100,456,Wood,73.93507086114066,-73.93507086114066,155.87014172228132,166.2908224662337,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,180,23,32,0.561238841652177,,0.6115571936039577,0.13422327904404444,1.5541841155753202,0.0,0.0,True,True
q_learning,100,456,Wood,120.10950275817721,-120.10950275817721,244.21900551635443,249.4293458883306,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33,9,1,0.9753728555071112,0.31176619608588285,,,,88.34886379407311,83.13852342209691,False,False
pvl_delta,100,457,Wood,107.36612134471306,-107.36612134471306,222.73224268942613,233.1529234333785,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,540,69,32,0.777275781598292,,0.3740150217216453,1e-06,1.1244603435899303,0.0,0.0,True,True
q_learning,100,457,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,58.52662953455223,53.316289162576055,False,False
pvl_delta,100,458,Wood,123.13609354205975,-123.13609354205975,254.2721870841195,264.6928678280719,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,545,74,32,0.13838984179540473,,0.36205557989447607,1e-06,1.1213296278799458,0.0,0.0,True,True
q_learning,100,458,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,26.98668513985885,21.776344767882676,False,False
pvl_delta,100,459,Wood,89.64660170719502,-89.64660170719502,187.29320341439004,197.7138841583424,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,335,47,32,0.10737658018550278,,0.908329966779531,1.144310077558461,2.044651565159901,2.8427635671127405,8.053103939088942,False,False
q_learning,100,459,Wood,90.22521992363865,-90.22521992363865,184.4504398472773,189.66078021925347,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,54,16,1,0.10382231397310474,8.092915161244226,,,,0.0,0.0,True,True
pvl_delta,100,460,Wood,106.09094092982215,-106.09094092982215,220.1818818596443,230.60256260359668,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,530,71,32,0.15744092083110642,,0.6400772297102497,0.19164066177024916,1.361556183466497,0.0,0.0,True,True
q_learning,100,460,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.15000000000000002,0.0,,,,61.07699036433405,55.86664999235788,False,False
pvl_delta,100,461,Wood,106.09094092982215,-106.09094092982215,220.1818818596443,230.60256260359668,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,530,71,32,0.15744092083110642,,0.6400772297102497,0.19164066177024916,1.361556183466497,0.0,0.0,True,True
q_learning,100,461,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.15000000000000002,0.0,,,,61.07699036433405,55.86664999235788,False,False
pvl_delta,100,462,Wood,109.78814071504782,-109.78814071504782,227.57628143009563,237.996962174048,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,230,30,32,0.40795902925418503,,0.40247955154684534,0.30423616646073376,1.3906822911055063,0.0,0.0,True,True
q_learning,100,462,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,53.682590793882724,48.47225042190655,False,False
pvl_delta,100,463,Wood,135.7732774131996,-135.7732774131996,279.5465548263992,289.96723557035153,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,180,7,32,0.0004978325349162854,,1e-06,9.999999308039701,2.879525426588376,0.0,3.4980229743969744,True,False
q_learning,100,463,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,1.7123173975791701,0.0,False,True
pvl_delta,100,464,Wood,103.52317937703498,-103.52317937703498,215.04635875406996,225.46703949802233,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,540,67,32,0.999999,,0.405016367320865,1e-06,1.0076735425115206,0.0,0.0,True,True
q_learning,100,464,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,66.2125134699084,61.00217309793223,False,False
pvl_delta,100,465,Wood,70.9885316660185,-70.9885316660185,149.977063332037,160.39774407598938,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,210,22,32,0.46614261076935315,,0.8081231299534064,0.1373069266448153,1.7634454427197912,0.0,0.0,True,True
q_learning,100,465,Wood,87.62650757332707,-87.62650757332707,179.25301514665415,184.46335551863032,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,48,12,1,0.14026729558998427,8.596840986198382,,,,29.275951814617144,24.065611442640943,False,False
pvl_delta,100,466,Wood,138.62943611198872,-138.62943611198872,285.25887222397745,295.6795529679298,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,2,32,1e-06,,2.0,1e-06,2.9954693597056985e-08,3.9999999999990905,9.210340371975235,False,False
q_learning,100,466,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,0.0,0.0,True,True
pvl_delta,100,467,Wood,113.50716526661002,-113.50716526661002,235.01433053322003,245.4350112771724,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,135,19,32,0.03249772153715646,,0.5856775244987985,0.19075711771366682,1.9233266546504963,0.0,0.0,True,True
q_learning,100,467,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,46.244541690758325,41.03420131878215,False,False
pvl_delta,100,468,Wood,48.028705790306034,-48.028705790306034,104.05741158061207,114.47809232456444,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,430,52,32,0.19612646524756797,,1e-06,2.1878856554588997,2.0107130896348155,0.0,0.0,True,True
q_learning,100,468,Wood,104.72376176530982,-104.72376176530982,213.44752353061963,218.6578639025958,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,96,24,1,0.010457061871332244,20.0,,,,109.39011195000757,104.17977157803136,False,False
pvl_delta,100,469,Wood,138.62943611196545,-138.62943611196545,285.2588722239309,295.67955296788324,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,2,32,1e-06,,1e-06,1e-06,6.16497468356199e-07,3.9999999999525357,9.21034037192868,False,False
q_learning,100,469,Wood,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,0.0,0.0,True,True
pvl_delta,100,470,Worthy,119.58954755961796,-119.58954755961796,247.1790951192359,257.59977586318826,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,520,66,32,0.8583708146512806,,0.3064286961200791,0.002023816138930849,0.9512486766205813,0.0,0.0,True,True
q_learning,100,470,Worthy,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,34.07977710474245,28.869436732766303,False,False
pvl_delta,100,471,Worthy,44.71613552238139,-44.71613552238139,97.43227104476279,107.85295178871516,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,725,89,32,0.3485106864978651,,1.569002471131428,0.04329156590704292,2.2602776337298596,0.0,0.0,True,True
q_learning,100,471,Worthy,70.59748457359365,-70.59748457359365,145.1949691471873,150.40530951916347,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,48,10,1,0.1038735569798957,9.667149838950913,,,,47.76269810242451,42.55235773044831,False,False
pvl_delta,100,472,Worthy,125.53558740915196,-125.53558740915196,259.0711748183039,269.49185556225626,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,175,30,32,0.999999,,1e-06,0.5032093857455149,0.5697369977289696,0.0,0.0,True,True
q_learning,100,472,Worthy,135.27510515237574,-135.27510515237574,274.5502103047515,279.7605506767277,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42,12,1,0.05396648342642748,1.35626168438528,,,,15.479035486447572,10.268695114471427,False,False
pvl_delta,100,473,Worthy,114.47922477660963,-114.47922477660963,236.95844955321925,247.37913029717163,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,415,54,32,0.4593485230879888,,1e-06,0.13405558121368966,1.1678726693706474,0.0,0.0,True,True
q_learning,100,473,Worthy,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,44.300422670759104,39.09008229878293,False,False
pvl_delta,100,474,Worthy,104.697126605056,-104.697126605056,217.394253210112,227.81493395406437,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,865,112,32,0.6118330689205168,,1.1076078793343773,0.006022367799913313,1.2399110251677488,0.0,0.0,True,True
q_learning,100,474,Worthy,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,63.86461901386636,58.65427864189019,False,False
pvl_delta,100,475,Worthy,112.08889769320716,-112.08889769320716,232.17779538641432,242.5984761303667,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,490,66,32,0.9707522386792223,,1e-06,1e-06,0.965403516498271,0.0,0.0,True,True
q_learning,100,475,Worthy,133.54623298660198,-133.54623298660198,271.09246597320396,276.30280634518016,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42,10,1,1.0,0.18614415299381123,,,,38.91467058678964,33.70433021481347,False,False
pvl_delta,100,476,Worthy,110.0121388628606,-110.0121388628606,228.0242777257212,238.44495846967357,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,80,13,32,0.8824521042758464,,0.5587607567306224,0.0001458733541248771,1.1220190901518965,0.0,0.0,True,True
q_learning,100,476,Worthy,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,53.23459449825717,48.024254126280994,False,False
pvl_delta,100,477,Worthy,129.2428967710578,-129.2428967710578,266.4857935421156,276.9064742860679,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,205,29,32,0.42369944016123545,,0.5690734532538515,0.5041796676331216,0.7780822029931935,0.0,0.06371821716300019,True,False
q_learning,100,477,Worthy,133.81620784846436,-133.81620784846436,271.6324156969287,276.8427560689049,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,69,16,1,0.8506946310719767,0.1917112699477987,,,,5.146622154813144,0.0,False,True
pvl_delta,100,478,Worthy,136.45039782680726,-136.45039782680726,280.9007956536145,291.32147639756687,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,110,6,32,0.00012158702507556143,,5.0499624016466065e-06,1e-06,4.999999709024483,0.0,4.85226380161231,True,False
q_learning,100,478,Worthy,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,0.3580765703638349,0.0,False,True
pvl_delta,100,479,Worthy,134.87566709983554,-134.87566709983554,277.7513341996711,288.1720149436234,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,290,49,32,0.40899117971226395,,0.30014792595529155,10.0,0.09488361810031551,1.9045304505161198,7.114870822492264,False,False
q_learning,100,479,Worthy,135.92340187457748,-135.92340187457748,275.84680374915496,281.05714412113116,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,192,43,1,0.0025316292637114516,18.804922415388283,,,,0.0,0.0,True,True
pvl_delta,100,480,Worthy,132.09366918835894,-132.09366918835894,272.1873383767179,282.60801912067024,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,485,59,32,0.999999,,0.8652388800705113,1e-06,0.622084217632984,0.0,0.0,True,True
q_learning,100,480,Worthy,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.15000000000000002,0.0,,,,9.071533847260469,3.861193475284324,False,False
pvl_delta,100,481,Worthy,85.46129257929987,-85.46129257929987,178.92258515859973,189.3432659025521,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,335,46,32,0.0020935116764016566,,0.8384233241982213,0.8419497051022902,5.0,0.0,0.0,True,True
q_learning,100,481,Worthy,103.22249407060794,-103.22249407060794,210.44498814121587,215.65532851319205,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,57,17,1,0.011023886909539397,20.0,,,,31.522402982616143,26.31206261063994,False,False
pvl_delta,100,482,Worthy,138.629436111899,-138.629436111899,285.258872223798,295.67955296775034,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,2,32,1e-06,,1e-06,1e-06,1.3273327384600856e-06,3.999999999819636,9.21034037179578,False,False
