model,n_trials,subject_id,source_study,negative_log_likelihood,log_likelihood,aic,bic,uniform_choice_nll,nll_improvement_over_uniform,uniform_choice_fit,n_parameters_at_lower_bound,n_parameters_at_upper_bound,n_parameters_at_any_bound,converged,optimizer_message,n_function_evaluations,n_iterations,n_starts,learning_rate,inverse_temperature,outcome_sensitivity,loss_aversion,response_consistency,comparison_eligible,delta_aic,delta_bic,best_aic,best_bic
q_learning,100,155,Horstmann,131.34131191864913,-131.34131191864913,266.68262383729825,271.89296420927445,138.62943611198907,7.288124193339939,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,249,61,10,0.0006961108220081561,100.0,,,,True,101.6378058181403,96.42746544616412,False,False
pvl_delta,100,156,Horstmann,138.53855140296827,-138.53855140296827,285.07710280593653,295.4977835498889,138.62943611198907,0.09088470902079848,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,215,21,32,0.002823530624911774,,0.24356672051928227,1.4887411856945194,1.3121195276112987,True,3.8182305819581757,9.02857095393432,False,False
q_learning,100,156,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,138.62943611198907,-1.1368683772161603e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,2,0.0,0.0,,,,True,0.0,0.0,True,True
pvl_delta,100,157,Horstmann,102.73902041485339,-102.73902041485339,213.47804082970677,223.89872157365915,138.62943611198907,35.89041569713568,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,155,21,32,0.8219762342709237,,0.5795044991847039,0.5564600990782218,0.8228125305296052,True,0.0,0.0,True,True
q_learning,100,157,Horstmann,108.5308847098786,-108.5308847098786,221.0617694197572,226.27210979173339,138.62943611198907,30.09855140211046,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,87,18,10,0.845900390902605,0.5939111588912681,,,,True,7.583728590050441,2.37338821807424,False,False
pvl_delta,100,158,Horstmann,69.1170659365088,-69.1170659365088,146.2341318730176,156.65481261696996,138.62943611198907,69.51237017548027,False,1,1,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,535,65,32,0.1113171103064154,,2.0,1e-06,1.5132398072547542,True,0.0,0.0,True,True
q_learning,100,158,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,138.62943611198907,-1.1368683772161603e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,3,0.0,0.0,,,,True,135.02474035096077,129.8143999789846,False,False
pvl_delta,100,159,Horstmann,128.38184521203402,-128.38184521203402,264.76369042406805,275.1843711680204,138.62943611198907,10.247590899955043,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,135,21,32,0.999999,,0.32711267939147776,0.11033213851847602,0.6805093509343932,True,0.0,0.0,True,True
q_learning,100,159,Horstmann,135.49084534534694,-135.49084534534694,274.9816906906939,280.1920310626701,138.62943611198907,3.1385907666421247,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,78,14,10,1.0,0.13923007669011925,,,,True,10.218000266625836,5.0076598946496915,False,False
pvl_delta,100,160,Horstmann,47.77313236300786,-47.77313236300786,103.54626472601572,113.9669454699681,138.62943611198907,90.8563037489812,False,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,145,18,32,0.9773554146375211,,1e-06,1e-06,1.5271017375241023,True,0.0,0.0,True,True
q_learning,100,160,Horstmann,114.86571702801643,-114.86571702801643,233.73143405603287,238.94177442800904,138.62943611198907,23.76371908397263,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,4,4,1.0,0.44771340528995757,,,,True,130.18516933001715,124.97482895804094,False,False
pvl_delta,100,161,Horstmann,100.99979100470514,-100.99979100470514,209.9995820094103,220.42026275336266,138.62943611198907,37.62964510728392,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,130,20,32,0.23668780832957945,,0.08553730026595588,0.5063844665566389,1.487439555028989,True,0.0,0.0,True,True
q_learning,100,161,Horstmann,133.5961355014787,-133.5961355014787,271.1922710029574,276.4026113749336,138.62943611198907,5.033300610510366,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,30,5,10,0.7970447979064028,0.26491102416645507,,,,True,61.19268899354711,55.982348621570935,False,False
pvl_delta,100,162,Horstmann,66.85966370496185,-66.85966370496185,141.7193274099237,152.14000815387607,138.62943611198907,71.76977240702722,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,430,50,32,0.024530356432484506,,0.7284935965425172,0.6926072448958948,2.6777771431579036,True,0.0,0.0,True,True
q_learning,100,162,Horstmann,77.902753567486,-77.902753567486,159.805507134972,165.01584750694818,138.62943611198907,60.72668254450306,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,150,34,6,0.0026825381989129963,100.0,,,,True,18.08617972504831,12.87583935307211,False,False
pvl_delta,100,163,Kjome,137.51654526314758,-137.51654526314758,283.03309052629515,293.4537712702475,138.62943611198907,1.112890848841488,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,145,21,32,0.9513549148586038,,0.6134236273800435,1e-06,0.30835712291458206,True,1.9352878784943641,7.145628250470509,False,False
q_learning,100,163,Kjome,138.5489013239004,-138.5489013239004,281.0978026478008,286.308143019777,138.62943611198907,0.08053478808866998,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,72,14,3,0.939293929780228,0.020083933887178745,,,,True,0.0,0.0,True,True
pvl_delta,100,164,Kjome,131.6258270603025,-131.6258270603025,271.251654120605,281.67233486455734,138.62943611198907,7.003609051686567,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,230,20,32,0.999999,,0.2899786447434836,0.9017299785736479,0.35800019690163787,True,0.0,0.7697720012583318,True,False
q_learning,100,164,Kjome,135.8461112456614,-135.8461112456614,275.6922224913228,280.902562863299,138.62943611198907,2.7833248663276606,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,75,15,10,1.0,0.11366632209399981,,,,True,4.440568370717813,0.0,False,True
pvl_delta,100,165,Kjome,122.81411729290765,-122.81411729290765,253.6282345858153,264.0489153297677,138.62943611198907,15.815318819081412,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,135,24,32,0.999999,,0.06854420252993422,0.10877417865577728,0.7651524930808147,True,0.0,0.0,True,True
q_learning,100,165,Kjome,136.59170343658155,-136.59170343658155,277.1834068731631,282.3937472451393,138.62943611198907,2.0377326754075114,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,15,3,2,1.0,0.09847206145604068,,,,True,23.5551722873478,18.34483191537163,False,False
pvl_delta,100,166,Kjome,118.7269811322426,-118.7269811322426,245.4539622644852,255.87464300843757,138.62943611198907,19.902454979746466,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,635,90,32,0.00040214755334220826,,0.16306831006413228,5.970107212681282,5.0,True,0.0,0.0,True,True
q_learning,100,166,Kjome,131.97577658022465,-131.97577658022465,267.9515531604493,273.1618935324255,138.62943611198907,6.6536595317644185,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,177,36,8,0.0006215438274564878,100.0,,,,True,22.497590895964095,17.28725052398792,False,False
pvl_delta,100,167,Kjome,68.61256845399176,-68.61256845399176,145.2251369079835,155.6458176519359,138.62943611198907,70.01686765799731,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,430,46,32,0.1920962795200125,,0.23478339538492876,0.7703387884853025,1.94045662161329,True,0.0,0.0,True,True
q_learning,100,167,Kjome,123.74258327697629,-123.74258327697629,251.48516655395258,256.6955069259288,138.62943611198907,14.886852835012775,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,114,21,10,0.012179205004821022,10.129790073352586,,,,True,106.26002964596907,101.0496892739929,False,False
pvl_delta,100,168,Kjome,120.9747887936682,-120.9747887936682,249.9495775873364,260.37025833128877,138.62943611198907,17.65464731832087,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,115,17,32,0.06083198355003636,,1e-06,0.8129062107255965,1.3035573667134976,True,0.0,0.0,True,True
q_learning,100,168,Kjome,126.24700949613845,-126.24700949613845,256.4940189922769,261.7043593642531,138.62943611198907,12.382426615850619,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,3,9,0.0012013236345778785,100.0,,,,True,6.5444414049405,1.3341010329643268,False,False
pvl_delta,100,169,Kjome,72.46258561724264,-72.46258561724264,152.92517123448528,163.34585197843765,138.62943611198907,66.16685049474643,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,430,55,32,0.20628339903416795,,0.23283783385586676,0.6207342331118786,1.9356292940211481,True,0.0,0.0,True,True
q_learning,100,169,Kjome,131.66138362910957,-131.66138362910957,267.32276725821913,272.53310763019533,138.62943611198907,6.9680524828795,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,27,4,10,0.0005963355826295896,100.0,,,,True,114.39759602373385,109.18725565175768,False,False
pvl_delta,100,170,Kjome,93.39763540497249,-93.39763540497249,194.79527080994498,205.21595155389736,138.62943611198907,45.231800707016575,False,1,1,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,145,22,32,0.999999,,0.3495189406680782,1e-06,1.2052856934037421,True,0.0,0.0,True,True
q_learning,100,170,Kjome,124.27340939576784,-124.27340939576784,252.54681879153569,257.75715916351186,138.62943611198907,14.356026716221223,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33,9,10,1.0,0.2823098408903063,,,,True,57.751547981590704,52.5412076096145,False,False
pvl_delta,100,171,Kjome,130.24795399024612,-130.24795399024612,268.49590798049223,278.9165887244446,138.62943611198907,8.381482121742948,False,1,2,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,180,29,32,0.999999,,1e-06,10.0,0.08124504893617615,True,0.0,0.0,True,True
q_learning,100,171,Kjome,136.999725784378,-136.999725784378,277.999451568756,283.2097919407322,138.62943611198907,1.6297103276110647,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33,9,2,0.6971184008273755,0.10379478231291378,,,,True,9.503543588263767,4.293203216287623,False,False
pvl_delta,100,172,Kjome,115.41427302312098,-115.41427302312098,238.82854604624197,249.24922679019434,138.62943611198907,23.21516308886808,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,180,25,32,0.5947442152107698,,0.6163283929738061,0.13038549675038613,1.1863475183724825,True,0.0,0.0,True,True
q_learning,100,172,Kjome,131.98003961356082,-131.98003961356082,267.96007922712164,273.17041959909784,138.62943611198907,6.649396498428246,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,8,3,1.0,0.14639365692105302,,,,True,29.13153318087967,23.9211928089035,False,False
pvl_delta,100,173,Kjome,109.46415370748953,-109.46415370748953,226.92830741497906,237.34898815893143,138.62943611198907,29.165282404499536,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,150,19,32,0.3316071970484669,,0.7296781046586255,0.648391877679049,1.2091266962624616,True,0.0,0.0,True,True
q_learning,100,173,Kjome,116.6575924700265,-116.6575924700265,237.315184940053,242.52552531202917,138.62943611198907,21.971843641962565,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,11,10,0.3091984876812112,1.0470293580868029,,,,True,10.386877525073942,5.17653715309774,False,False
pvl_delta,100,174,Kjome,132.19214289452205,-132.19214289452205,272.3842857890441,282.80496653299645,138.62943611198907,6.437293217467015,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,190,26,32,0.999999,,0.2919059230631166,0.15145061996774378,0.5576804489307465,True,0.0,0.043953542027793446,True,False
q_learning,100,174,Kjome,136.77533630949623,-136.77533630949623,277.55067261899245,282.76101299096865,138.62943611198907,1.85409980249284,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,18,4,10,1.0,0.08891818735823535,,,,True,5.166386829948351,0.0,False,True
pvl_delta,100,175,Kjome,127.50146206012123,-127.50146206012123,263.0029241202425,273.42360486419483,138.62943611198907,11.127974051867838,False,2,0,2,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,320,38,32,0.16453236502050927,,1e-06,1e-06,0.9261899711727626,True,0.0,0.0,True,True
q_learning,100,175,Kjome,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,138.62943611198907,-1.1368683772161603e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,2,0.0,0.0,,,,True,18.255948103735875,13.04560773175973,False,False
pvl_delta,100,176,Kjome,116.2704532395119,-116.2704532395119,240.5409064790238,250.96158722297616,138.62943611198907,22.35898287247717,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,85,15,32,0.1741197001288181,,0.8403423845047735,0.6260421417155518,1.2144498509231116,True,0.0,5.197728019319101,True,False
q_learning,100,176,Kjome,118.27675941584044,-118.27675941584044,240.5535188316809,245.76385920365706,138.62943611198907,20.35267669614862,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,63,17,10,0.06478185490371553,2.8528549824983704,,,,True,0.0126123526571007,0.0,False,True
pvl_delta,100,177,Kjome,112.79957069101187,-112.79957069101187,233.59914138202373,244.0198221259761,138.62943611198907,25.8298654209772,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,770,93,32,0.10650433255588126,,1e-06,0.38812883101269796,1.2745923379070632,True,0.0,0.0,True,True
q_learning,100,177,Kjome,121.65421977305382,-121.65421977305382,247.30843954610765,252.51877991808382,138.62943611198907,16.97521633893524,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60,14,9,0.03635008200587495,5.097342244037924,,,,True,13.709298164083918,8.498957792107717,False,False
pvl_delta,100,178,Kjome,121.85552135983045,-121.85552135983045,251.7110427196609,262.13172346361324,138.62943611198907,16.773914752158618,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,510,62,32,0.011684583323581089,,0.794801673077155,1.197148166282513,2.487001793014534,True,0.4510296448382576,5.6613700168144305,False,False
q_learning,100,178,Kjome,123.63000653741132,-123.63000653741132,251.26001307482264,256.4703534467988,138.62943611198907,14.999429574577746,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,225,56,10,0.0012255833590923088,100.0,,,,True,0.0,0.0,True,True
pvl_delta,100,179,Kjome,131.6258270603025,-131.6258270603025,271.251654120605,281.67233486455734,138.62943611198907,7.003609051686567,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,230,20,32,0.999999,,0.2899786447434836,0.9017299785736479,0.35800019690163787,True,0.0,0.7697720012583318,True,False
q_learning,100,179,Kjome,135.8461112456614,-135.8461112456614,275.6922224913228,280.902562863299,138.62943611198907,2.7833248663276606,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,75,15,10,1.0,0.11366632209399981,,,,True,4.440568370717813,0.0,False,True
pvl_delta,100,180,Kjome,127.5911951535229,-127.5911951535229,263.1823903070458,273.60307105099815,138.62943611198907,11.038240958466162,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,810,101,32,0.00016368805697324724,,0.8118824625193359,3.258382607701532,5.0,True,2.9262235558121006,8.136563927788245,False,False
q_learning,100,180,Kjome,128.12808337561685,-128.12808337561685,260.2561667512337,265.4665071232099,138.62943611198907,10.501352736372212,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,249,58,10,0.0009825748894533913,100.0,,,,True,0.0,0.0,True,True
pvl_delta,100,181,Kjome,138.62943611195405,-138.62943611195405,285.2588722239081,295.67955296786045,138.62943611198907,3.501554601825774e-11,True,2,1,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,25,2,32,1e-06,,2.0,1e-06,4.330205020712873e-07,True,3.9999999999297415,9.210340371905886,False,False
q_learning,100,181,Kjome,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,138.62943611198907,-1.1368683772161603e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,2,0.0,0.0,,,,True,0.0,0.0,True,True
pvl_delta,100,182,Maia,120.88315490161884,-120.88315490161884,249.76630980323768,260.18699054719,138.62943611198907,17.746281210370228,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,410,50,32,0.0008584820903603037,,1.2400463476088346,0.4853206739958548,5.0,True,2.028923794261317,7.23926416623749,False,False
q_learning,100,182,Maia,121.86869300448818,-121.86869300448818,247.73738600897636,252.94772638095253,138.62943611198907,16.760743107500886,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,54,5,9,0.0014151236721881794,99.99999999995407,,,,True,0.0,0.0,True,True
pvl_delta,100,183,Maia,121.14796624628869,-121.14796624628869,250.29593249257738,260.7166132365297,138.62943611198907,17.481469865700376,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,530,68,32,0.00020889342688616791,,1.177474607004182,1.8015673054154946,5.0,True,0.0,3.163393836175885,True,False
q_learning,100,183,Maia,124.17143951418883,-124.17143951418883,252.34287902837767,257.55321940035384,138.62943611198907,14.457996597800232,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,84,25,10,0.016030287880948735,8.269722998573515,,,,True,2.046946535800288,0.0,False,True
pvl_delta,100,184,Maia,124.68695025319323,-124.68695025319323,257.37390050638646,267.7945812503388,138.62943611198907,13.942485858795834,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,605,86,32,0.00040418486444148246,,0.8996197769797644,1.525919439540151,5.0,True,3.7133876456612143,8.923728017637359,False,False
q_learning,100,184,Maia,124.83025643036262,-124.83025643036262,253.66051286072525,258.87085323270145,138.62943611198907,13.799179681626441,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,198,38,9,0.0013843646162826854,100.0,,,,True,0.0,0.0,True,True
pvl_delta,100,185,Maia,115.0893932483393,-115.0893932483393,238.1787864966786,248.599467240631,138.62943611198907,23.54004286364976,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,190,26,32,0.07249159027436815,,0.9062359953370992,0.5167625970080402,2.192095994749757,True,0.0,0.0,True,True
q_learning,100,185,Maia,127.60628506355157,-127.60628506355157,259.21257012710316,264.4229104990793,138.62943611198907,11.023151048437498,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,240,55,10,0.0009451900918199356,100.0,,,,True,21.03378363042455,15.823443258448322,False,False
pvl_delta,100,186,Maia,135.12121708281677,-135.12121708281677,278.24243416563354,288.6631149095859,138.62943611198907,3.5082190291722952,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,485,60,32,0.0002226966776981479,,0.5296842214062735,2.4988370135908506,5.0,True,1.1139750621086932,6.324315434084838,False,False
q_learning,100,186,Maia,136.56422955176242,-136.56422955176242,277.12845910352485,282.33879947550105,138.62943611198907,2.065206560226642,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,192,48,10,0.00040893303537914227,100.0,,,,True,0.0,0.0,True,True
pvl_delta,100,187,Maia,105.48012821684152,-105.48012821684152,218.96025643368304,229.38093717763542,138.62943611198907,33.149307895147544,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,400,46,32,0.0018551540349047448,,1.0340264336384288,0.5224008875739174,5.0,True,0.0,0.0,True,True
q_learning,100,187,Maia,120.20864043207236,-120.20864043207236,244.41728086414471,249.6276212361209,138.62943611198907,18.420795679916708,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,129,30,9,0.0012898321974221002,100.0,,,,True,25.457024430461672,20.24668405848547,False,False
pvl_delta,100,188,Maia,89.6632051112592,-89.6632051112592,187.3264102225184,197.74709096647078,138.62943611198907,48.96623100072986,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,365,52,32,0.07704719421692371,,0.6120064580045076,1.7573091892389998,1.8598558445937705,True,0.0,0.0,True,True
q_learning,100,188,Maia,98.94671371762352,-98.94671371762352,201.89342743524705,207.10376780722322,138.62943611198907,39.68272239436554,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,51,12,10,0.06338353934548001,6.259147358449519,,,,True,14.567017212728643,9.356676840752442,False,False
pvl_delta,100,189,Maia,120.59254261755612,-120.59254261755612,249.18508523511224,259.6057659790646,138.62943611198907,18.036893494432945,False,1,1,2,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,120,17,32,0.999999,,1e-06,0.4426282928326477,0.6868891691757161,True,0.0,0.0,True,True
q_learning,100,189,Maia,137.93671339996828,-137.93671339996828,279.87342679993657,285.08376717191277,138.62943611198907,0.6927227120207817,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,3,9,1.0,0.09389306712506275,,,,True,30.688341564824327,25.478001192848183,False,False
pvl_delta,100,190,Maia,121.5816825729805,-121.5816825729805,251.163365145961,261.58404588991334,138.62943611198907,17.047753539008568,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,370,53,32,0.00628172337288532,,0.7827936771664087,0.6830899581878489,2.9658286854316045,True,0.0,0.0,True,True
q_learning,100,190,Maia,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,138.62943611198907,-1.1368683772161603e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,3,0.0,0.0,,,,True,30.095507078017363,24.88516670604122,False,False
pvl_delta,100,191,Maia,134.30855330408286,-134.30855330408286,276.6171066081657,287.0377873521181,138.62943611198907,4.320882807906202,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,160,23,32,0.5348403117981264,,1.1022924300604182,0.0670194560289354,0.7007549411372272,True,0.0,1.87368490650357,True,False
q_learning,100,191,Maia,137.97688103681915,-137.97688103681915,279.9537620736383,285.1641024456145,138.62943611198907,0.6525550751699143,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,6,3,0.5352401144229996,0.11701961240910692,,,,True,3.3366554654725746,0.0,False,True
pvl_delta,100,192,Maia,121.50875803447087,-121.50875803447087,251.01751606894175,261.4381968128941,138.62943611198907,17.120678077518193,False,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,510,67,32,0.0692469068114741,,1e-06,1e-06,1.4113843649115896,True,0.0,0.0,True,True
q_learning,100,192,Maia,135.7714283903231,-135.7714283903231,275.5428567806462,280.7531971526224,138.62943611198907,2.858007721665956,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,183,43,10,0.0004576524621523311,100.0,,,,True,24.525340711704473,19.31500033972833,False,False
pvl_delta,100,193,Maia,73.47085238161615,-73.47085238161615,154.9417047632323,165.36238550718468,138.62943611198907,65.15858373037291,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,305,42,32,0.0021989371258324046,,0.9946485796699401,0.7219350434321132,5.0,True,0.0,4.170028154831783,True,False
q_learning,100,193,Maia,75.99100849018836,-75.99100849018836,155.98201698037673,161.1923573523529,138.62943611198907,62.6384276218007,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,4,7,0.003948100698690686,100.0,,,,True,1.0403122171444181,0.0,False,True
pvl_delta,100,194,Maia,17.737015283581158,-17.737015283581158,43.474030567162316,53.89471131111468,138.62943611198907,120.89242082840791,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,270,30,32,0.009390073956407133,,0.838084066618755,1.0579590816902564,5.0,True,0.0,0.0,True,True
q_learning,100,194,Maia,22.364410383313803,-22.364410383313803,48.72882076662761,53.939161138603794,138.62943611198907,116.26502572867525,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,84,23,6,0.013160482489845507,100.0,,,,True,5.25479019946529,0.044449827489110305,False,False
pvl_delta,100,195,Maia,94.0793229527995,-94.0793229527995,196.158645905599,206.57932664955138,138.62943611198907,44.550113159189564,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,220,27,32,0.4463389635503815,,0.6340973402380377,0.8861620319618555,1.1665240787532067,True,0.0,0.0,True,True
q_learning,100,195,Maia,100.4043022012355,-100.4043022012355,204.808604402471,210.01894477444716,138.62943611198907,38.22513391075357,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,30,8,10,0.4417840067447445,1.6179052106725627,,,,True,8.649958496871989,3.4396181248957873,False,False
pvl_delta,100,196,Maia,92.92653994364846,-92.92653994364846,193.85307988729693,204.2737606312493,138.62943611198907,45.7028961683406,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,330,44,32,0.0016265118503800973,,0.7987641226057653,1.0137393885013093,5.0,True,0.0,0.0,True,True
q_learning,100,196,Maia,100.52144269450919,-100.52144269450919,205.04288538901838,210.25322576099455,138.62943611198907,38.107993417479875,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,138,30,7,0.0026653021763747586,100.0,,,,True,11.189805501721452,5.97946512974525,False,False
pvl_delta,100,197,Maia,122.23050324798359,-122.23050324798359,252.46100649596718,262.88168723991953,138.62943611198907,16.398932864005474,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,80,14,32,0.8532273524781674,,0.3236313125910879,1e-06,0.8871467033414263,True,0.0,0.0,True,True
q_learning,100,197,Maia,138.49256431075258,-138.49256431075258,280.98512862150517,286.19546899348137,138.62943611198907,0.1368718012364809,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,10,3,0.8398548701918426,0.03824288965985135,,,,True,28.524122125537986,23.31378175356184,False,False
