model,n_trials,subject_id,source_study,negative_log_likelihood,log_likelihood,aic,bic,uniform_choice_nll,nll_improvement_over_uniform,uniform_choice_fit,n_parameters_at_lower_bound,n_parameters_at_upper_bound,n_parameters_at_any_bound,converged,optimizer_message,n_function_evaluations,n_iterations,n_starts,learning_rate,inverse_temperature,outcome_sensitivity,loss_aversion,response_consistency
q_learning,100,162,Horstmann,77.902753567486,-77.902753567486,159.805507134972,165.01584750694818,138.6294361119891,60.72668254450306,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,150,34,6,0.0026825381989129,100.0,,,
pvl_delta,100,163,Kjome,137.51654526314758,-137.51654526314758,283.03309052629515,293.4537712702475,138.6294361119891,1.112890848841488,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,145,21,32,0.9513549148586038,,0.6134236273800435,1e-06,0.308357122914582
q_learning,100,163,Kjome,138.5489013239004,-138.5489013239004,281.0978026478008,286.308143019777,138.6294361119891,0.0805347880886699,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,72,14,3,0.939293929780228,0.0200839338871787,,,
pvl_delta,100,164,Kjome,131.6258270603025,-131.6258270603025,271.251654120605,281.67233486455734,138.6294361119891,7.003609051686567,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,230,20,32,0.999999,,0.2899786447434836,0.901729978573648,0.3580001969016378
q_learning,100,164,Kjome,135.8461112456614,-135.8461112456614,275.6922224913228,280.902562863299,138.6294361119891,2.7833248663276606,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,75,15,10,1.0,0.1136663220939998,,,
pvl_delta,100,165,Kjome,122.81411729290764,-122.81411729290764,253.6282345858153,264.0489153297677,138.6294361119891,15.815318819081412,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,135,24,32,0.999999,,0.0685442025299342,0.1087741786557772,0.7651524930808147
q_learning,100,165,Kjome,136.59170343658155,-136.59170343658155,277.1834068731631,282.3937472451393,138.6294361119891,2.037732675407512,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,15,3,2,1.0,0.0984720614560406,,,
pvl_delta,100,166,Kjome,118.7269811322426,-118.7269811322426,245.4539622644852,255.8746430084376,138.6294361119891,19.902454979746462,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,635,90,32,0.0004021475533422,,0.1630683100641322,5.970107212681282,5.0
q_learning,100,166,Kjome,131.97577658022465,-131.97577658022465,267.9515531604493,273.1618935324255,138.6294361119891,6.6536595317644185,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,177,36,8,0.0006215438274564,100.0,,,
pvl_delta,100,167,Kjome,68.61256845399176,-68.61256845399176,145.2251369079835,155.6458176519359,138.6294361119891,70.01686765799731,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,430,46,32,0.1920962795200125,,0.2347833953849287,0.7703387884853025,1.94045662161329
q_learning,100,167,Kjome,123.74258327697628,-123.74258327697628,251.48516655395255,256.6955069259288,138.6294361119891,14.886852835012776,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,114,21,10,0.012179205004821,10.129790073352586,,,
pvl_delta,100,168,Kjome,120.9747887936682,-120.9747887936682,249.9495775873364,260.3702583312888,138.6294361119891,17.65464731832087,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,115,17,32,0.0608319835500363,,1e-06,0.8129062107255965,1.3035573667134976
q_learning,100,168,Kjome,126.24700949613845,-126.24700949613845,256.4940189922769,261.7043593642531,138.6294361119891,12.38242661585062,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,3,9,0.0012013236345778,100.0,,,
pvl_delta,100,169,Kjome,72.46258561724264,-72.46258561724264,152.92517123448528,163.34585197843765,138.6294361119891,66.16685049474643,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,430,55,32,0.2062833990341679,,0.2328378338558667,0.6207342331118786,1.935629294021148
q_learning,100,169,Kjome,131.66138362910957,-131.66138362910957,267.3227672582192,272.53310763019533,138.6294361119891,6.9680524828795,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,27,4,10,0.0005963355826295,100.0,,,
pvl_delta,100,170,Kjome,93.39763540497248,-93.39763540497248,194.79527080994495,205.21595155389736,138.6294361119891,45.231800707016575,False,1,1,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,145,22,32,0.999999,,0.3495189406680782,1e-06,1.205285693403742
q_learning,100,170,Kjome,124.27340939576784,-124.27340939576784,252.54681879153569,257.75715916351186,138.6294361119891,14.356026716221225,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33,9,10,1.0,0.2823098408903063,,,
pvl_delta,100,171,Kjome,130.24795399024612,-130.24795399024612,268.49590798049223,278.9165887244446,138.6294361119891,8.381482121742948,False,1,2,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,180,29,32,0.999999,,1e-06,10.0,0.0812450489361761
q_learning,100,171,Kjome,136.999725784378,-136.999725784378,277.999451568756,283.2097919407322,138.6294361119891,1.6297103276110647,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33,9,2,0.6971184008273755,0.1037947823129137,,,
pvl_delta,100,172,Kjome,115.41427302312098,-115.41427302312098,238.828546046242,249.24922679019437,138.6294361119891,23.21516308886808,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,180,25,32,0.5947442152107698,,0.6163283929738061,0.1303854967503861,1.1863475183724823
q_learning,100,172,Kjome,131.98003961356082,-131.98003961356082,267.96007922712164,273.17041959909784,138.6294361119891,6.649396498428246,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,8,3,1.0,0.146393656921053,,,
pvl_delta,100,173,Kjome,109.46415370748952,-109.46415370748952,226.92830741497903,237.34898815893143,138.6294361119891,29.165282404499536,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,150,19,32,0.3316071970484669,,0.7296781046586255,0.648391877679049,1.2091266962624616
q_learning,100,173,Kjome,116.6575924700265,-116.6575924700265,237.315184940053,242.5255253120292,138.6294361119891,21.971843641962565,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,11,10,0.3091984876812112,1.0470293580868029,,,
pvl_delta,100,174,Kjome,132.19214289452205,-132.19214289452205,272.3842857890441,282.80496653299645,138.6294361119891,6.437293217467015,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,190,26,32,0.999999,,0.2919059230631166,0.1514506199677437,0.5576804489307465
q_learning,100,174,Kjome,136.77533630949625,-136.77533630949625,277.55067261899245,282.76101299096865,138.6294361119891,1.85409980249284,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,18,4,10,1.0,0.0889181873582353,,,
pvl_delta,100,175,Kjome,127.50146206012124,-127.50146206012124,263.0029241202425,273.42360486419483,138.6294361119891,11.127974051867838,False,2,0,2,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,320,38,32,0.1645323650205092,,1e-06,1e-06,0.9261899711727626
q_learning,100,175,Kjome,138.62943611198918,-138.62943611198918,281.2588722239784,286.46921259595456,138.6294361119891,-1.1368683772161605e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,2,0.0,0.0,,,
pvl_delta,100,176,Kjome,116.2704532395119,-116.2704532395119,240.5409064790238,250.96158722297616,138.6294361119891,22.35898287247717,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,85,15,32,0.1741197001288181,,0.8403423845047735,0.6260421417155518,1.2144498509231116
q_learning,100,176,Kjome,118.27675941584044,-118.27675941584044,240.5535188316809,245.76385920365703,138.6294361119891,20.35267669614862,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,63,17,10,0.0647818549037155,2.8528549824983704,,,
pvl_delta,100,177,Kjome,112.79957069101188,-112.79957069101188,233.59914138202373,244.0198221259761,138.6294361119891,25.8298654209772,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,770,93,32,0.1065043325558812,,1e-06,0.3881288310126979,1.2745923379070632
q_learning,100,177,Kjome,121.65421977305382,-121.65421977305382,247.30843954610765,252.51877991808385,138.6294361119891,16.97521633893524,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60,14,9,0.0363500820058749,5.097342244037924,,,
pvl_delta,100,178,Kjome,121.85552135983043,-121.85552135983043,251.7110427196609,262.13172346361324,138.6294361119891,16.773914752158618,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,510,62,32,0.011684583323581,,0.794801673077155,1.197148166282513,2.487001793014534
q_learning,100,178,Kjome,123.63000653741132,-123.63000653741132,251.26001307482264,256.4703534467988,138.6294361119891,14.999429574577746,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,225,56,10,0.0012255833590923,100.0,,,
pvl_delta,100,179,Kjome,131.6258270603025,-131.6258270603025,271.251654120605,281.67233486455734,138.6294361119891,7.003609051686567,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,230,20,32,0.999999,,0.2899786447434836,0.901729978573648,0.3580001969016378
q_learning,100,179,Kjome,135.8461112456614,-135.8461112456614,275.6922224913228,280.902562863299,138.6294361119891,2.7833248663276606,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,75,15,10,1.0,0.1136663220939998,,,
pvl_delta,100,180,Kjome,127.5911951535229,-127.5911951535229,263.1823903070458,273.6030710509981,138.6294361119891,11.038240958466162,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,810,101,32,0.0001636880569732,,0.8118824625193359,3.258382607701532,5.0
q_learning,100,180,Kjome,128.12808337561685,-128.12808337561685,260.2561667512337,265.4665071232099,138.6294361119891,10.501352736372212,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,249,58,10,0.0009825748894533,100.0,,,
pvl_delta,100,181,Kjome,138.62943611195405,-138.62943611195405,285.2588722239081,295.67955296786045,138.6294361119891,3.501554601825774e-11,True,2,1,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,25,2,32,1e-06,,2.0,1e-06,4.330205020712873e-07
q_learning,100,181,Kjome,138.62943611198918,-138.62943611198918,281.2588722239784,286.46921259595456,138.6294361119891,-1.1368683772161605e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,2,0.0,0.0,,,
pvl_delta,100,182,Maia,120.88315490161884,-120.88315490161884,249.76630980323768,260.18699054719,138.6294361119891,17.746281210370228,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,410,50,32,0.0008584820903603,,1.2400463476088346,0.4853206739958548,5.0
q_learning,100,182,Maia,121.86869300448818,-121.86869300448818,247.7373860089764,252.94772638095253,138.6294361119891,16.760743107500886,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,54,5,9,0.0014151236721881,99.99999999995408,,,
pvl_delta,100,183,Maia,121.14796624628868,-121.14796624628868,250.29593249257735,260.7166132365297,138.6294361119891,17.481469865700376,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,530,68,32,0.0002088934268861,,1.177474607004182,1.8015673054154944,5.0
q_learning,100,183,Maia,124.17143951418883,-124.17143951418883,252.34287902837767,257.55321940035384,138.6294361119891,14.457996597800232,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,84,25,10,0.0160302878809487,8.269722998573515,,,
pvl_delta,100,184,Maia,124.68695025319325,-124.68695025319325,257.37390050638646,267.7945812503388,138.6294361119891,13.942485858795834,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,605,86,32,0.0004041848644414,,0.8996197769797644,1.525919439540151,5.0
q_learning,100,184,Maia,124.83025643036262,-124.83025643036262,253.66051286072525,258.87085323270145,138.6294361119891,13.79917968162644,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,198,38,9,0.0013843646162826,100.0,,,
pvl_delta,100,185,Maia,115.0893932483393,-115.0893932483393,238.1787864966786,248.599467240631,138.6294361119891,23.54004286364976,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,190,26,32,0.0724915902743681,,0.9062359953370992,0.5167625970080402,2.192095994749757
q_learning,100,185,Maia,127.60628506355155,-127.60628506355155,259.2125701271032,264.4229104990793,138.6294361119891,11.023151048437498,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,240,55,10,0.0009451900918199,100.0,,,
pvl_delta,100,186,Maia,135.12121708281677,-135.12121708281677,278.24243416563354,288.6631149095859,138.6294361119891,3.5082190291722952,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,485,60,32,0.0002226966776981,,0.5296842214062735,2.49883701359085,5.0
q_learning,100,186,Maia,136.56422955176242,-136.56422955176242,277.12845910352485,282.33879947550105,138.6294361119891,2.065206560226642,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,192,48,10,0.0004089330353791,100.0,,,
pvl_delta,100,187,Maia,105.48012821684152,-105.48012821684152,218.96025643368304,229.38093717763545,138.6294361119891,33.149307895147544,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,400,46,32,0.0018551540349047,,1.0340264336384288,0.5224008875739174,5.0
q_learning,100,187,Maia,120.20864043207236,-120.20864043207236,244.41728086414471,249.6276212361209,138.6294361119891,18.420795679916708,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,129,30,9,0.0012898321974221,100.0,,,
pvl_delta,100,188,Maia,89.6632051112592,-89.6632051112592,187.3264102225184,197.7470909664708,138.6294361119891,48.96623100072986,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,365,52,32,0.0770471942169237,,0.6120064580045076,1.7573091892389998,1.8598558445937703
q_learning,100,188,Maia,98.94671371762352,-98.94671371762352,201.89342743524705,207.1037678072232,138.6294361119891,39.68272239436554,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,51,12,10,0.06338353934548,6.259147358449519,,,
pvl_delta,100,189,Maia,120.59254261755612,-120.59254261755612,249.18508523511224,259.6057659790646,138.6294361119891,18.036893494432945,False,1,1,2,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,120,17,32,0.999999,,1e-06,0.4426282928326477,0.6868891691757161
q_learning,100,189,Maia,137.93671339996828,-137.93671339996828,279.87342679993657,285.0837671719128,138.6294361119891,0.6927227120207817,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,3,9,1.0,0.0938930671250627,,,
pvl_delta,100,190,Maia,121.5816825729805,-121.5816825729805,251.163365145961,261.58404588991334,138.6294361119891,17.047753539008568,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,370,53,32,0.0062817233728853,,0.7827936771664087,0.6830899581878489,2.9658286854316045
q_learning,100,190,Maia,138.62943611198918,-138.62943611198918,281.2588722239784,286.46921259595456,138.6294361119891,-1.1368683772161605e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,3,0.0,0.0,,,
pvl_delta,100,191,Maia,134.30855330408286,-134.30855330408286,276.6171066081657,287.0377873521181,138.6294361119891,4.320882807906202,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,160,23,32,0.5348403117981264,,1.1022924300604182,0.0670194560289354,0.7007549411372272
q_learning,100,191,Maia,137.97688103681915,-137.97688103681915,279.9537620736383,285.1641024456145,138.6294361119891,0.6525550751699143,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,6,3,0.5352401144229996,0.1170196124091069,,,
pvl_delta,100,192,Maia,121.50875803447089,-121.50875803447089,251.01751606894172,261.4381968128941,138.6294361119891,17.120678077518193,False,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,510,67,32,0.0692469068114741,,1e-06,1e-06,1.4113843649115896
q_learning,100,192,Maia,135.7714283903231,-135.7714283903231,275.5428567806462,280.7531971526224,138.6294361119891,2.858007721665956,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,183,43,10,0.0004576524621523,100.0,,,
pvl_delta,100,193,Maia,73.47085238161615,-73.47085238161615,154.9417047632323,165.36238550718468,138.6294361119891,65.15858373037291,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,305,42,32,0.0021989371258324,,0.99464857966994,0.7219350434321132,5.0
q_learning,100,193,Maia,75.99100849018836,-75.99100849018836,155.98201698037673,161.1923573523529,138.6294361119891,62.6384276218007,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,4,7,0.0039481006986906,100.0,,,
pvl_delta,100,194,Maia,17.737015283581158,-17.737015283581158,43.47403056716232,53.89471131111468,138.6294361119891,120.89242082840792,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,270,30,32,0.0093900739564071,,0.838084066618755,1.0579590816902564,5.0
q_learning,100,194,Maia,22.364410383313803,-22.364410383313803,48.72882076662761,53.939161138603794,138.6294361119891,116.26502572867524,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,84,23,6,0.0131604824898455,100.0,,,
pvl_delta,100,195,Maia,94.0793229527995,-94.0793229527995,196.158645905599,206.57932664955135,138.6294361119891,44.55011315918957,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,220,27,32,0.4463389635503815,,0.6340973402380377,0.8861620319618555,1.1665240787532067
q_learning,100,195,Maia,100.4043022012355,-100.4043022012355,204.808604402471,210.0189447744472,138.6294361119891,38.22513391075357,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,30,8,10,0.4417840067447445,1.6179052106725629,,,
pvl_delta,100,196,Maia,92.92653994364846,-92.92653994364846,193.85307988729693,204.2737606312493,138.6294361119891,45.7028961683406,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,330,44,32,0.00162651185038,,0.7987641226057653,1.0137393885013093,5.0
q_learning,100,196,Maia,100.5214426945092,-100.5214426945092,205.0428853890184,210.25322576099452,138.6294361119891,38.10799341747988,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,138,30,7,0.0026653021763747,100.0,,,
pvl_delta,100,197,Maia,122.2305032479836,-122.2305032479836,252.4610064959672,262.8816872399196,138.6294361119891,16.398932864005474,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,80,14,32,0.8532273524781674,,0.3236313125910879,1e-06,0.8871467033414263
q_learning,100,197,Maia,138.49256431075258,-138.49256431075258,280.9851286215052,286.19546899348137,138.6294361119891,0.1368718012364809,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,10,3,0.8398548701918426,0.0382428896598513,,,
pvl_delta,100,198,Maia,46.52505618102803,-46.52505618102803,101.05011236205604,111.4707931060084,138.6294361119891,92.10437993096104,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,910,112,32,0.996753491404908,,2.0,0.0003459997191932,2.352334726107873
q_learning,100,198,Maia,113.50120982389726,-113.50120982389726,231.0024196477945,236.21276001977068,138.6294361119891,25.12822628809181,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,9,10,1.0,0.5299084928174141,,,
pvl_delta,100,199,Maia,134.5745847265494,-134.5745847265494,277.1491694530988,287.56985019705115,138.6294361119891,4.054851385439662,False,1,1,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,110,19,32,0.999999,,0.2116405278878231,1e-06,0.4868268495724807
q_learning,100,199,Maia,137.94783233720486,-137.94783233720486,279.8956646744097,285.1060050463859,138.6294361119891,0.6816037747842074,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,18,4,8,1.0,0.0694867677691106,,,
pvl_delta,100,200,Maia,90.40036267167083,-90.40036267167083,188.80072534334167,199.22140608729404,138.6294361119891,48.22907344031823,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,730,91,32,0.0011900260496341,,0.1453030182455858,5.632211497550666,5.0
q_learning,100,200,Maia,102.0616504578651,-102.0616504578651,208.1233009157302,213.3336412877064,138.6294361119891,36.567785654123966,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,3,8,0.0029932114818446,100.0,,,
pvl_delta,100,201,Maia,134.86303732019067,-134.86303732019067,277.72607464038134,288.1467553843337,138.6294361119891,3.7663987917983945,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,160,23,32,0.0626637629383485,,0.7428991617200119,0.8921379718654264,1.0676269276908317
q_learning,100,201,Maia,136.93524836701914,-136.93524836701914,277.8704967340383,283.0808371060145,138.6294361119891,1.6941877449699234,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,75,14,10,0.0283505466769728,1.573366328298463,,,
pvl_delta,100,202,Maia,122.03435092506788,-122.03435092506788,252.0687018501357,262.4893825940881,138.6294361119891,16.595085186921196,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,120,19,32,0.4229234815889208,,0.998897120535874,0.1702217424869208,1.1791675273729207
q_learning,100,202,Maia,131.8496318551973,-131.8496318551973,267.6992637103946,272.9096040823708,138.6294361119891,6.779804256791778,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,69,15,10,0.256700095254637,0.7332431879863214,,,
pvl_delta,100,203,Maia,133.35169088754807,-133.35169088754807,274.70338177509615,285.1240625190485,138.6294361119891,5.277745224440992,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,630,90,32,0.0002893377840538,,0.4651558125083561,1.8490680765224743,5.0
q_learning,100,203,Maia,136.74397596182297,-136.74397596182297,277.48795192364594,282.69829229562214,138.6294361119891,1.8854601501660968,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42,3,10,0.0003703624816128,100.0,,,
pvl_delta,100,204,Maia,89.18869540486989,-89.18869540486989,186.37739080973975,196.79807155369213,138.6294361119891,49.440740707119176,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,490,59,32,0.0013649512650528,,0.8703121459294649,1.2488386969143743,5.0
q_learning,100,204,Maia,90.47138052108927,-90.47138052108927,184.94276104217855,190.15310141415475,138.6294361119891,48.15805559089978,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,4,7,0.0033985927266811,100.0,,,
pvl_delta,100,205,Maia,135.51948197117656,-135.51948197117656,279.0389639423531,289.45964468630547,138.6294361119891,3.109954140812505,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,310,28,32,0.7384690549648185,,2.0,0.0067725632893868,0.5062076712793315
q_learning,100,205,Maia,138.3088852137198,-138.3088852137198,280.6177704274396,285.8281107994158,138.6294361119891,0.3205508982692606,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36,8,3,0.7242289461386442,0.0573932274435717,,,
pvl_delta,100,206,Maia,73.84390119497944,-73.84390119497944,155.68780238995888,166.10848313391125,138.6294361119891,64.78553491700963,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,430,61,32,0.0015246439578858,,0.8524637254750611,2.272361770616367,5.0
q_learning,100,206,Maia,79.86173301442068,-79.86173301442068,163.72346602884136,168.93380640081753,138.6294361119891,58.76770309756839,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,54,14,7,0.075797183271225,10.22445213476792,,,
pvl_delta,100,207,Maia,94.3368175220336,-94.3368175220336,196.6736350440672,207.0943157880196,138.6294361119891,44.29261858995547,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,190,30,32,0.0353893413166881,,0.4193914740830062,3.9720334013629968,2.1353351072910085
q_learning,100,207,Maia,105.12820310929835,-105.12820310929835,214.2564062185967,219.46674659057288,138.6294361119891,33.50123300269071,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,63,12,9,0.0347464594570981,10.843726542065252,,,
pvl_delta,100,208,Maia,121.49140529396382,-121.49140529396382,250.98281058792764,261.40349133188,138.6294361119891,17.138030818025243,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,490,67,32,0.0003065953915558,,0.3548848519467543,7.122348911878515,5.0
q_learning,100,208,Maia,127.38055144824985,-127.38055144824985,258.76110289649966,263.97144326847587,138.6294361119891,11.248884663739233,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,186,42,10,0.0013186199783942,100.0,,,
pvl_delta,100,209,Maia,131.2857676274122,-131.2857676274122,270.5715352548244,280.9922159987768,138.6294361119891,7.343668484576852,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,225,30,32,0.999999,,1.54556936557804,0.0149187770835268,0.6226079178532544
q_learning,100,209,Maia,135.3927434467059,-135.3927434467059,274.7854868934118,279.995827265388,138.6294361119891,3.236692665283158,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,4,2,1.0,0.1374314258894779,,,
pvl_delta,100,210,Maia,47.01287992831971,-47.01287992831971,102.02575985663944,112.4464406005918,138.6294361119891,91.61655618366936,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,265,38,32,0.0063614026417104,,0.9362366360030894,0.966564177334255,4.176441219544679
q_learning,100,210,Maia,47.93329358147895,-47.93329358147895,99.8665871629579,105.07692753493409,138.6294361119891,90.69614253051012,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,117,29,8,0.006005827066774,100.0,,,
