model,n_trials,subject_id,source_study,negative_log_likelihood,log_likelihood,aic,bic,uniform_choice_nll,nll_improvement_over_uniform,uniform_choice_fit,n_parameters_at_lower_bound,n_parameters_at_upper_bound,n_parameters_at_any_bound,converged,optimizer_message,n_function_evaluations,n_iterations,n_starts,learning_rate,inverse_temperature,outcome_sensitivity,loss_aversion,response_consistency
pvl_delta,100,231,SteingroverInPrep,73.10073801265008,-73.10073801265008,154.20147602530017,164.62215676925254,138.62943611198907,65.52869809933898,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,130,18,32,0.05387579997734847,,1e-06,0.4948347538354069,1.875468838564527
q_learning,100,231,SteingroverInPrep,86.5539184688482,-86.5539184688482,177.1078369376964,182.31817730967256,138.62943611198907,52.07551764314087,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,135,36,7,0.0024769060665199563,100.0,,,
pvl_delta,100,232,SteingroverInPrep,57.82929433346466,-57.82929433346466,123.65858866692932,134.0792694108817,138.62943611198907,80.8001417785244,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,830,105,32,0.3812277141177984,,0.80557538155163,0.008742182888245726,1.8527416562819936
q_learning,100,232,SteingroverInPrep,130.68257817096676,-130.68257817096676,265.3651563419335,270.57549671390973,138.62943611198907,7.9468579410223015,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,6,2,1.0,0.19535157973560022,,,
pvl_delta,100,233,SteingroverInPrep,128.81119210400885,-128.81119210400885,265.6223842080177,276.04306495197005,138.62943611198907,9.818244007980212,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,490,58,32,0.0003353289943626659,,0.8295160426541558,2.3028638452956005,4.557190065512134
q_learning,100,233,SteingroverInPrep,129.2336900925751,-129.2336900925751,262.4673801851502,267.6777205571264,138.62943611198907,9.395746019413963,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,171,37,9,0.001061570684692147,100.0,,,
pvl_delta,100,234,SteingroverInPrep,82.48207472097478,-82.48207472097478,172.96414944194956,183.38483018590193,138.62943611198907,56.147361391014286,False,1,0,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,365,42,32,0.9425925452469622,,1e-06,0.3313230192690688,1.1074854251483495
q_learning,100,234,SteingroverInPrep,117.72711871867335,-117.72711871867335,239.4542374373467,244.66457780932288,138.62943611198907,20.902317393315712,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,15,3,10,1.0,0.512389725235547,,,
pvl_delta,100,235,SteingroverInPrep,90.92682882817816,-90.92682882817816,189.85365765635632,200.2743384003087,138.62943611198907,47.702607283810906,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,165,22,32,0.999999,,0.49912840067717695,0.17530204162649346,1.077104560978864
q_learning,100,235,SteingroverInPrep,116.82661284694743,-116.82661284694743,237.65322569389485,242.86356606587103,138.62943611198907,21.80282326504164,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36,7,10,1.0,0.41809702972305,,,
pvl_delta,100,236,SteingroverInPrep,125.42799139165122,-125.42799139165122,258.85598278330247,269.2766635272548,138.62943611198907,13.201444720337847,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,160,23,32,0.16900985510534836,,1e-06,0.06562952863431518,1.0719839068448664
q_learning,100,236,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,138.62943611198907,-1.1368683772161603e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,2,0.0,0.0,,,
pvl_delta,100,237,SteingroverInPrep,79.32430573777076,-79.32430573777076,166.64861147554151,177.0692922194939,138.62943611198907,59.30513037421831,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,565,76,32,0.018434539258101734,,0.1119577559983835,6.543424396735242,2.6510842732569126
q_learning,100,237,SteingroverInPrep,100.53707770077172,-100.53707770077172,205.07415540154344,210.2844957735196,138.62943611198907,38.09235841121735,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,111,30,8,0.0027634631662954434,100.0,,,
pvl_delta,100,238,SteingroverInPrep,118.31087170214303,-118.31087170214303,244.62174340428606,255.04242414823844,138.62943611198907,20.318564409846033,False,1,0,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,585,79,32,0.1510185964419831,,1e-06,1.56177023055192,1.0968881597533704
q_learning,100,238,SteingroverInPrep,137.62255184048098,-137.62255184048098,279.24510368096196,284.45544405293816,138.62943611198907,1.0068842715080848,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,4,2,1.0,0.0762656412243224,,,
pvl_delta,100,239,SteingroverInPrep,125.0659411122523,-125.0659411122523,258.1318822245046,268.552562968457,138.62943611198907,13.563494999736761,False,1,1,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,415,60,32,0.999999,,0.48497403597450367,1e-06,0.7571487110784312
q_learning,100,239,SteingroverInPrep,138.31703994767224,-138.31703994767224,280.6340798953445,285.8444202673207,138.62943611198907,0.31239616431682293,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,4,10,1.0,0.0557893649492279,,,
pvl_delta,100,240,SteingroverInPrep,79.1988711125052,-79.1988711125052,166.3977422250104,176.81842296896278,138.62943611198907,59.43056499948386,False,1,1,2,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,295,26,32,0.0007304502415374854,,1e-06,1.8203957575168537,5.0
q_learning,100,240,SteingroverInPrep,102.78585736145052,-102.78585736145052,209.57171472290105,214.78205509487722,138.62943611198907,35.84357875053854,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,135,19,10,0.0018559500072319675,100.0,,,
pvl_delta,100,241,SteingroverInPrep,130.58279938808818,-130.58279938808818,269.16559877617635,279.5862795201287,138.62943611198907,8.046636723900889,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,305,50,32,0.009700130212413019,,1e-06,4.395365517189769,1.7766846672317425
q_learning,100,241,SteingroverInPrep,137.88506072319322,-137.88506072319322,279.77012144638644,284.98046181836264,138.62943611198907,0.7443753887958451,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,4,2,1.0,0.06863469943119672,,,
pvl_delta,100,242,SteingroverInPrep,138.5390245259817,-138.5390245259817,285.0780490519634,295.4987297959157,138.62943611198907,0.09041158600737731,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,370,44,32,7.4944277292128804e-06,,0.24347256473937642,10.0,4.770011307976867
q_learning,100,242,SteingroverInPrep,138.62893211957086,-138.62893211957086,281.2578642391417,286.4682046111179,138.62943611198907,0.0005039924182028699,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,2,9,0.0002446883962664693,3.0,,,
pvl_delta,100,243,SteingroverInPrep,119.57867430260465,-119.57867430260465,247.1573486052093,257.5780293491617,138.62943611198907,19.05076180938441,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,75,12,32,0.1852771869833306,,1e-06,0.34868167104943365,1.0346170841122189
q_learning,100,243,SteingroverInPrep,138.3265894451931,-138.3265894451931,280.6531788903862,285.8635192623624,138.62943611198907,0.30284666679597194,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33,9,3,1.0,0.04489669518426138,,,
pvl_delta,100,244,SteingroverInPrep,64.66981575808784,-64.66981575808784,137.33963151617567,147.76031226012805,138.62943611198907,73.95962035390123,False,1,1,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,855,108,32,0.7563436648661557,,2.0,1e-06,1.4819035402405916
q_learning,100,244,SteingroverInPrep,137.10164606261083,-137.10164606261083,278.20329212522165,283.41363249719785,138.62943611198907,1.5277900493782397,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,3,2,1.0,0.08916853607885271,,,
pvl_delta,100,245,SteingroverInPrep,110.57672715842666,-110.57672715842666,229.15345431685333,239.5741350608057,138.62943611198907,28.0527089535624,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,155,21,32,0.21843039873324968,,0.015469091935556192,0.18098682101618133,1.1923421707251862
q_learning,100,245,SteingroverInPrep,135.56156050432946,-135.56156050432946,275.1231210086589,280.33346138063513,138.62943611198907,3.0678756076596017,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,69,15,10,1.0,0.12747277641930446,,,
pvl_delta,100,246,SteingroverInPrep,116.75011048004826,-116.75011048004826,241.50022096009653,251.9209017040489,138.62943611198907,21.8793256319408,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,625,59,32,0.0005871222527653238,,0.8751295248260355,1.3910923746265977,5.0
q_learning,100,246,SteingroverInPrep,116.27454465010257,-116.27454465010257,236.54908930020514,241.7594296721813,138.62943611198907,22.354891461886496,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,5,10,0.0017315054498957,99.99999999701885,,,
pvl_delta,100,247,SteingroverInPrep,87.07747363635835,-87.07747363635835,182.1549472727167,192.57562801666907,138.62943611198907,51.55196247563072,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,480,65,32,0.02381076900701912,,0.32340240284075,2.8013678208675046,2.4510492940483344
q_learning,100,247,SteingroverInPrep,123.88334510421964,-123.88334510421964,251.7666902084393,256.9770305804155,138.62943611198907,14.746091007769422,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,14,9,0.9025903549307375,0.4338640165464304,,,
pvl_delta,100,248,SteingroverInPrep,59.91747393020136,-59.91747393020136,127.83494786040272,138.25562860435508,138.62943611198907,78.7119621817877,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,705,96,32,0.12580055957844083,,1.9832051275049711,10.0,0.3911108819209937
q_learning,100,248,SteingroverInPrep,63.351462982564996,-63.351462982564996,130.70292596513,135.91326633710617,138.62943611198907,75.27797312942407,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,132,25,6,0.08109154854805675,10.858992218591236,,,
pvl_delta,100,249,SteingroverInPrep,113.55490494249428,-113.55490494249428,235.10980988498855,245.53049062894092,138.62943611198907,25.07453116949479,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,645,80,32,0.051699847840907524,,0.9739070076601269,0.30791170919230015,1.6655828397553434
q_learning,100,249,SteingroverInPrep,136.0039224163544,-136.0039224163544,276.0078448327088,281.218185204685,138.62943611198907,2.625513695634652,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,2,2,1.0,0.10799191214327605,,,
pvl_delta,100,250,SteingroverInPrep,123.57818678732886,-123.57818678732886,255.15637357465772,265.57705431861007,138.62943611198907,15.051249324660205,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,355,38,32,0.11088563816409022,,1e-06,5.50215790610116,0.6950007479673924
q_learning,100,250,SteingroverInPrep,134.0997985598369,-134.0997985598369,272.1995971196738,277.40993749165,138.62943611198907,4.529637552152167,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,54,12,10,0.6970441480156168,0.25861456691661916,,,
pvl_delta,100,251,SteingroverInPrep,107.83164590927163,-107.83164590927163,223.66329181854326,234.08397256249563,138.62943611198907,30.797790202717437,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,185,25,32,0.13152020107176712,,0.6388960604809572,0.3174849650168702,1.4799995978747187
q_learning,100,251,SteingroverInPrep,137.18362728636097,-137.18362728636097,278.36725457272195,283.57759494469815,138.62943611198907,1.4458088256280917,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,4,2,1.0,0.08632390786754861,,,
pvl_delta,100,252,SteingroverInPrep,117.49417261625385,-117.49417261625385,242.9883452325077,253.40902597646007,138.62943611198907,21.135263495735217,False,1,1,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,130,16,32,0.999999,,1e-06,0.2943377244762091,0.7274793483517776
q_learning,100,252,SteingroverInPrep,126.79450735988975,-126.79450735988975,257.58901471977947,262.7993550917557,138.62943611198907,11.834928752099316,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,21,4,10,1.0,0.29526567059423753,,,
pvl_delta,100,253,SteingroverInPrep,82.0543518695761,-82.0543518695761,172.1087037391522,182.52938448310456,138.62943611198907,56.57508424241297,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,135,18,32,0.1611201284752846,,1.2820210079327587,0.12621823191960965,2.0382769450551104
q_learning,100,253,SteingroverInPrep,135.2610341252001,-135.2610341252001,274.5220682504002,279.7324086223764,138.62943611198907,3.3684019867889674,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,6,3,0.5290508351717778,0.2613675054081455,,,
pvl_delta,100,254,SteingroverInPrep,52.867244927390885,-52.867244927390885,113.73448985478177,124.15517059873414,138.62943611198907,85.76219118459818,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,310,36,32,0.01832036422603552,,1e-06,5.292001041692244,2.8108806314917025
q_learning,100,254,SteingroverInPrep,66.486138644546,-66.486138644546,136.972277289092,142.18261766106818,138.62943611198907,72.14329746744306,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,4,7,0.005681004448546075,100.0,,,
pvl_delta,100,255,SteingroverInPrep,136.55997274365185,-136.55997274365185,281.1199454873037,291.54062623125606,138.62943611198907,2.0694633683372103,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,380,53,32,0.00013615694121802292,,0.1730128951560957,2.645592451771722,4.937361495884252
q_learning,100,255,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,138.62943611198907,-1.1368683772161603e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,2,0.0,0.0,,,
pvl_delta,100,256,SteingroverInPrep,87.5111862529444,-87.5111862529444,183.0223725058888,193.44305324984117,138.62943611198907,51.11824985904467,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,355,40,32,0.0017527587095559404,,0.7621323648017464,0.7830374883153842,5.0
q_learning,100,256,SteingroverInPrep,97.63608859557982,-97.63608859557982,199.27217719115964,204.48251756313581,138.62943611198907,40.993347516409244,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,153,31,8,0.002047059910135488,100.0,,,
pvl_delta,100,257,SteingroverInPrep,88.04875788837789,-88.04875788837789,184.09751577675578,194.51819652070816,138.62943611198907,50.58067822361117,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,105,18,32,0.43413225279830614,,0.4883115033406409,1e-06,1.2969485678442305
q_learning,100,257,SteingroverInPrep,133.34924776169456,-133.34924776169456,270.6984955233891,275.9088358953653,138.62943611198907,5.280188350294509,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,4,2,1.0,0.20315576499917892,,,
pvl_delta,100,258,SteingroverInPrep,40.81446376784474,-40.81446376784474,89.62892753568948,100.04960827964186,138.62943611198907,97.81497234414432,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,255,38,32,0.013967633494652312,,0.5008420145926581,3.5692130931917685,2.8693520129380414
q_learning,100,258,SteingroverInPrep,44.12332820257135,-44.12332820257135,92.2466564051427,97.45699677711889,138.62943611198907,94.50610790941772,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,141,26,7,0.00945418927687104,54.717592149222845,,,
pvl_delta,100,259,SteingroverInPrep,107.4322886666757,-107.4322886666757,222.8645773333514,233.28525807730378,138.62943611198907,31.197147445313362,False,1,1,2,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,270,27,32,0.0006174337568246748,,1e-06,3.3129069598814738,4.999999974476412
q_learning,100,259,SteingroverInPrep,127.89358796046943,-127.89358796046943,259.78717592093886,264.99751629291507,138.62943611198907,10.735848151519633,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,180,38,10,0.001305028962779765,100.0,,,
pvl_delta,100,260,SteingroverInPrep,111.79156310316466,-111.79156310316466,231.58312620632933,242.0038069502817,138.62943611198907,26.837873008824403,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,130,18,32,0.9868044227587907,,0.3743924890483971,0.23235376401829141,0.9233361702634972
q_learning,100,260,SteingroverInPrep,126.60235519952356,-126.60235519952356,257.20471039904714,262.4150507710233,138.62943611198907,12.027080912465507,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,21,4,10,1.0,0.30444914646794025,,,
pvl_delta,100,261,SteingroverInPrep,77.60620510921066,-77.60620510921066,163.21241021842133,173.6330909623737,138.62943611198907,61.0232310027784,False,1,1,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,190,29,32,0.7422158558044679,,2.0,1e-06,1.3185418851217845
q_learning,100,261,SteingroverInPrep,135.03058982578315,-135.03058982578315,274.0611796515663,279.2715200235425,138.62943611198907,3.5988462862059123,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33,8,2,0.9660664814588733,0.1552485779734755,,,
pvl_delta,100,262,SteingroverInPrep,90.5313735397453,-90.5313735397453,189.0627470794906,199.48342782344298,138.62943611198907,48.09806257224376,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,525,75,32,0.0010005819783900777,,0.825432149981113,2.0408467235421983,5.0
q_learning,100,262,SteingroverInPrep,97.87944108972911,-97.87944108972911,199.75888217945823,204.9692225514344,138.62943611198907,40.74999502225995,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,4,9,0.0034390067742860685,100.0,,,
pvl_delta,100,263,SteingroverInPrep,101.155493088686,-101.155493088686,210.310986177372,220.73166692132438,138.62943611198907,37.473943023303065,False,1,1,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,75,11,32,0.999999,,1e-06,1.0912162691524316,0.7258144758163592
q_learning,100,263,SteingroverInPrep,124.0970487557286,-124.0970487557286,252.1940975114572,257.4044378834334,138.62943611198907,14.532387356260472,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33,9,10,0.541894189338281,0.5619984054190851,,,
pvl_delta,100,264,SteingroverInPrep,138.16112853039533,-138.16112853039533,284.32225706079066,294.742937804743,138.62943611198907,0.4683075815937343,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,165,18,32,0.005051671162897835,,1e-06,1.1999050772809963,1.4342388450652306
q_learning,100,264,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,138.62943611198907,-1.1368683772161603e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,2,0.0,0.0,,,
pvl_delta,100,265,SteingroverInPrep,126.5699855835391,-126.5699855835391,261.1399711670782,271.56065191103056,138.62943611198907,12.059450528449972,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,100,15,32,0.1754169012631477,,0.3021047573783182,0.09831820122927559,1.071581806664945
q_learning,100,265,SteingroverInPrep,137.32452614195643,-137.32452614195643,278.64905228391285,283.85939265588905,138.62943611198907,1.3049099700326394,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,18,4,2,1.0,0.10589885623438233,,,
pvl_delta,100,266,SteingroverInPrep,91.31845502240316,-91.31845502240316,190.6369100448063,201.0575907887587,138.62943611198907,47.31098108958591,False,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,365,43,32,0.1260960516333723,,1e-06,1e-06,1.5309177067885642
q_learning,100,266,SteingroverInPrep,135.7424254100794,-135.7424254100794,275.4848508201588,280.695191192135,138.62943611198907,2.8870107019096736,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,24,6,2,0.9210441819933026,0.17460781281864043,,,
pvl_delta,100,267,SteingroverInPrep,116.08650239449727,-116.08650239449727,240.17300478899455,250.59368553294692,138.62943611198907,22.542933717491792,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,410,56,32,0.13834647775287215,,1.4378021008098427,0.2100755046984522,1.3856840839918891
q_learning,100,267,SteingroverInPrep,122.80393158825828,-122.80393158825828,249.60786317651656,254.81820354849273,138.62943611198907,15.825504523730785,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,48,12,10,0.3563562657584577,0.5890580395849926,,,
pvl_delta,100,268,SteingroverInPrep,138.6294361119475,-138.6294361119475,285.258872223895,295.67955296784737,138.62943611198907,4.155253918725066e-11,True,2,0,2,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,2,32,1e-06,,1e-06,1.801778503471829,2.1186808346023025e-06
q_learning,100,268,SteingroverInPrep,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,138.62943611198907,-1.1368683772161603e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,2,0.0,0.0,,,
pvl_delta,100,269,SteingroverInPrep,33.924625842629695,-33.924625842629695,75.84925168525939,86.26993242921176,138.62943611198907,104.70481026935937,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,155,27,32,0.06939341643105887,,0.1473391634277809,6.072649442833246,1.9800350149090573
q_learning,100,269,SteingroverInPrep,41.51952130392822,-41.51952130392822,87.03904260785644,92.24938297983263,138.62943611198907,97.10991480806084,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,87,20,9,0.03690436562602603,17.543380251146527,,,
pvl_delta,100,270,SteingroverInPrep,64.2370794814981,-64.2370794814981,136.4741589629962,146.89483970694857,138.62943611198907,74.39235663049097,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,945,124,32,0.3593233938879915,,0.8547422141626168,0.048876495028212036,1.4450468874865328
q_learning,100,270,SteingroverInPrep,132.05194394369948,-132.05194394369948,268.10388788739897,273.31422825937517,138.62943611198907,6.577492168289581,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,3,2,1.0,0.23309558043610257,,,
pvl_delta,100,271,SteingroverInPrep,124.08407344964252,-124.08407344964252,256.16814689928503,266.5888276432374,138.62943611198907,14.545362662346548,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,285,32,32,0.9971407487404733,,0.9011405152727922,1e-06,0.7925672137616554
q_learning,100,271,SteingroverInPrep,136.42344369047515,-136.42344369047515,276.8468873809503,282.0572277529265,138.62943611198907,2.205992421513912,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,18,3,2,1.0,0.12748105976860197,,,
pvl_delta,100,272,SteingroverInPrep,66.64315775115742,-66.64315775115742,141.28631550231484,151.7069962462672,138.62943611198907,71.98627836083165,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,465,66,32,0.003954642750385343,,0.6228439393246126,1.7077706928099163,4.380412799556196
q_learning,100,272,SteingroverInPrep,81.31649425925676,-81.31649425925676,166.6329885185135,171.8433288904897,138.62943611198907,57.31294185273231,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,144,35,9,0.0031650882696784414,100.0,,,
pvl_delta,100,273,SteingroverInPrep,115.4628229187936,-115.4628229187936,238.9256458375872,249.34632658153959,138.62943611198907,23.16661319319546,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,665,76,32,0.07873212171303039,,0.36931045706686133,2.6083531554922494,1.377104730078485
q_learning,100,273,SteingroverInPrep,126.52280632104444,-126.52280632104444,257.0456126420889,262.2559530140651,138.62943611198907,12.106629790944623,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42,10,10,0.056785100078465094,3.4053536287094235,,,
pvl_delta,100,274,SteingroverInPrep,131.61407190406646,-131.61407190406646,271.2281438081329,281.6488245520853,138.62943611198907,7.015364207922602,False,1,1,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,540,72,32,0.12110636256246589,,2.0,1e-06,0.7753426661516377
q_learning,100,274,SteingroverInPrep,138.46138005853098,-138.46138005853098,280.92276011706196,286.13310048903816,138.62943611198907,0.16805605345808772,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33,9,3,1.0,0.03293269252280221,,,
pvl_delta,100,275,SteingroverInPrep,124.10081891700003,-124.10081891700003,256.20163783400005,266.6223185779524,138.62943611198907,14.528617194989039,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,140,19,32,0.999999,,0.13850126916435174,1.2900129182626636,0.4517620466129894
q_learning,100,275,SteingroverInPrep,131.66644348856178,-131.66644348856178,267.33288697712356,272.54322734909977,138.62943611198907,6.962992623427283,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,18,4,10,1.0,0.22423040926031523,,,
pvl_delta,100,276,SteingroverInPrep,84.14243640071422,-84.14243640071422,176.28487280142843,186.7055535453808,138.62943611198907,54.48699971127485,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,310,35,32,0.010870782876960946,,1e-06,4.962543722842783,2.8143062671572268
q_learning,100,276,SteingroverInPrep,118.59320411617679,-118.59320411617679,241.18640823235359,246.39674860432976,138.62943611198907,20.036231995812273,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,3,10,0.0011864639117113273,100.0,,,
pvl_delta,100,277,SteingroverInPrep,104.00296120543969,-104.00296120543969,216.00592241087938,226.42660315483175,138.62943611198907,34.626474906549376,False,1,1,2,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,610,81,32,0.999999,,1e-06,0.4755653497671642,0.8754218593945158
q_learning,100,277,SteingroverInPrep,126.02452975577853,-126.02452975577853,256.04905951155706,261.25939988353326,138.62943611198907,12.604906356210535,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,141,33,9,1.0,0.34291885643248365,,,
