model,n_trials,subject_id,source_study,negative_log_likelihood,log_likelihood,aic,bic,uniform_choice_nll,nll_improvement_over_uniform,uniform_choice_fit,n_parameters_at_lower_bound,n_parameters_at_upper_bound,n_parameters_at_any_bound,converged,optimizer_message,n_function_evaluations,n_iterations,n_starts,learning_rate,inverse_temperature,outcome_sensitivity,loss_aversion,response_consistency
pvl_delta,100,76,Horstmann,124.18981463659054,-124.18981463659054,256.3796292731811,266.8003100171334,138.62943611198907,14.439621475398525,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,210,23,32,0.0009921735913713348,,1e-06,0.5289873409387098,3.8716351254852186
q_learning,100,76,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,138.62943611198907,-1.1368683772161603e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,2,0.0,0.0,,,
pvl_delta,100,77,Horstmann,108.25589520422166,-108.25589520422166,224.51179040844332,234.9324711523957,138.62943611198907,30.373540907767406,False,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,155,24,32,0.11509947247975255,,1e-06,1e-06,1.3359818765888958
q_learning,100,77,Horstmann,138.48076953540473,-138.48076953540473,280.96153907080947,286.17187944278567,138.62943611198907,0.1486665765843327,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,45,11,6,1.0,0.03212422984728752,,,
pvl_delta,100,78,Horstmann,67.87894733588708,-67.87894733588708,143.75789467177415,154.17857541572653,138.62943611198907,70.75048877610199,False,1,0,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,425,49,32,0.10675238280042412,,1e-06,1.2954712831689361,1.6545239633844417
q_learning,100,78,Horstmann,98.12366799662257,-98.12366799662257,200.24733599324514,205.45767636522132,138.62943611198907,40.50576811536649,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,48,8,10,0.03628688038850683,8.334474341035657,,,
pvl_delta,100,79,Horstmann,128.16011161168612,-128.16011161168612,264.32022322337224,274.7409039673246,138.62943611198907,10.469324500302946,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,115,19,32,0.999999,,0.15609741304238403,0.36674088349302697,0.5872061258261989
q_learning,100,79,Horstmann,133.08826313390537,-133.08826313390537,270.17652626781074,275.38686663978694,138.62943611198907,5.541172978083694,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,14,10,0.7355668706333376,0.22561472877214925,,,
pvl_delta,100,80,Horstmann,134.37095671610348,-134.37095671610348,276.74191343220696,287.1625941761593,138.62943611198907,4.258479395885587,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,120,19,32,0.24530637482920542,,0.5003182357500123,0.47121400164468263,0.6858262963121867
q_learning,100,80,Horstmann,137.90032394957217,-137.90032394957217,279.80064789914434,285.01098827112054,138.62943611198907,0.7291121624168966,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,51,14,10,0.28516002194292533,0.21950892628139493,,,
pvl_delta,100,81,Horstmann,104.10166318495637,-104.10166318495637,216.20332636991273,226.6240071138651,138.62943611198907,34.5277729270327,False,1,1,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,790,102,32,0.999999,,1e-06,0.04729613289374991,0.9933654384325271
q_learning,100,81,Horstmann,133.4431708660229,-133.4431708660229,270.8863417320458,276.096682104022,138.62943611198907,5.186265245966155,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,2,2,1.0,0.2475571031217916,,,
pvl_delta,100,82,Horstmann,113.85474102809621,-113.85474102809621,235.70948205619243,246.1301628001448,138.62943611198907,24.77469508389285,False,1,1,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,130,19,32,0.999999,,0.4138880375760189,1e-06,0.9639548614350879
q_learning,100,82,Horstmann,133.33212675574524,-133.33212675574524,270.6642535114905,275.8745938834667,138.62943611198907,5.297309356243829,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,21,5,10,1.0,0.1701067525735073,,,
pvl_delta,100,83,Horstmann,128.7561215413345,-128.7561215413345,265.512243082669,275.93292382662133,138.62943611198907,9.873314570654571,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,100,16,32,0.8171317576981205,,1e-06,2.279571735510844,0.36602414123198124
q_learning,100,83,Horstmann,135.0999552222113,-135.0999552222113,274.1999104444226,279.4102508163988,138.62943611198907,3.5294808897777727,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,6,10,0.1321830292199445,0.8390289082224832,,,
pvl_delta,100,84,Horstmann,94.65203085429295,-94.65203085429295,197.3040617085859,207.72474245253827,138.62943611198907,43.97740525769612,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,380,46,32,0.02032644052844189,,0.6359248919799966,0.9083742920873984,2.661815899284628
q_learning,100,84,Horstmann,125.6910532785926,-125.6910532785926,255.3821065571852,260.5924469291614,138.62943611198907,12.93838283339646,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,93,23,10,0.049107057335665776,3.328560925336263,,,
pvl_delta,100,85,Horstmann,73.15734361648839,-73.15734361648839,154.31468723297678,164.73536797692915,138.62943611198907,65.47209249550068,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,515,69,32,0.1979870119677309,,0.3884174487003004,1e-06,1.474196141851331
q_learning,100,85,Horstmann,133.73857105001977,-133.73857105001977,271.47714210003954,276.68748247201574,138.62943611198907,4.8908650619692935,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,7,2,1.0,0.19050586222720658,,,
pvl_delta,100,86,Horstmann,116.50019921151724,-116.50019921151724,241.00039842303448,251.42107916698686,138.62943611198907,22.129236900471824,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,85,14,32,0.999999,,0.17188072358363016,0.033819628912918426,0.89386177134635
q_learning,100,86,Horstmann,132.5541714433379,-132.5541714433379,269.1083428866758,274.318683258652,138.62943611198907,6.075264668651158,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,4,2,1.0,0.18413221353583206,,,
pvl_delta,100,87,Horstmann,23.794082048748482,-23.794082048748482,55.588164097496964,66.00884484144933,138.62943611198907,114.83535406324059,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,170,21,32,0.15780762729705075,,1.5118008287848352,0.24097216925933634,2.9865543458852923
q_learning,100,87,Horstmann,32.54437378053888,-32.54437378053888,69.08874756107777,74.29908793305395,138.62943611198907,106.08506233145019,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,84,16,6,0.07151863877057306,18.499237660382036,,,
pvl_delta,100,88,Horstmann,100.11417331872356,-100.11417331872356,208.22834663744712,218.6490273813995,138.62943611198907,38.51526279326551,False,0,2,2,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,155,20,32,0.999999,,2.0,0.00039524670942146675,1.0738412157429615
q_learning,100,88,Horstmann,134.32096141155967,-134.32096141155967,272.64192282311933,277.85226319509553,138.62943611198907,4.3084747004294,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,5,2,1.0,0.13414620796864976,,,
pvl_delta,100,89,Horstmann,127.22646887776679,-127.22646887776679,262.4529377555336,272.87361849948593,138.62943611198907,11.402967234222274,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,480,68,32,0.00018132314588164148,,0.27505150419957436,10.0,4.420142752638776
q_learning,100,89,Horstmann,131.30779303870696,-131.30779303870696,266.6155860774139,271.8259264493901,138.62943611198907,7.321643073282104,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,63,15,10,0.053384824404873174,2.156110730161697,,,
pvl_delta,100,90,Horstmann,110.3596172028383,-110.3596172028383,228.7192344056766,239.13991514962896,138.62943611198907,28.26981890915077,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,475,66,32,0.2515908164891733,,0.5820948551905838,1e-06,1.2353421091388324
q_learning,100,90,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,138.62943611198907,-1.1368683772161603e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,2,0.0,0.0,,,
pvl_delta,100,91,Horstmann,30.2035833171509,-30.2035833171509,68.4071666343018,78.82784737825418,138.62943611198907,108.42585279483816,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,350,36,32,0.0014780266796391084,,0.130564856016491,6.712874210972583,5.0
q_learning,100,91,Horstmann,39.06782752413788,-39.06782752413788,82.13565504827577,87.34599542025195,138.62943611198907,99.56160858785118,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,117,25,6,0.006572909115658456,100.0,,,
pvl_delta,100,92,Horstmann,129.97687620227032,-129.97687620227032,267.95375240454064,278.374433148493,138.62943611198907,8.652559909718747,False,1,2,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,150,24,32,0.999999,,2.0,1e-06,0.6425313579414723
q_learning,100,92,Horstmann,137.49726182818463,-137.49726182818463,278.99452365636927,284.20486402834547,138.62943611198907,1.1321742838044315,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,3,2,1.0,0.09391852737810204,,,
pvl_delta,100,93,Horstmann,134.43904471461715,-134.43904471461715,276.8780894292343,287.29877017318665,138.62943611198907,4.190391397371911,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,550,75,32,0.4601536767058135,,1e-06,0.0379077167125651,0.6444737298899987
q_learning,100,93,Horstmann,136.598061147802,-136.598061147802,277.196122295604,282.40646266758023,138.62943611198907,2.0313749641870515,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33,9,10,0.13991376458094498,0.5908273199251722,,,
pvl_delta,100,94,Horstmann,131.90927619576686,-131.90927619576686,271.81855239153373,282.2392331354861,138.62943611198907,6.720159916222201,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,185,19,32,8.47225109070498e-05,,0.5709809091503183,7.78939888977647,5.0
q_learning,100,94,Horstmann,133.17712744228035,-133.17712744228035,270.3542548845607,275.5645952565369,138.62943611198907,5.452308669708714,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,243,59,9,0.000992100290138744,100.0,,,
pvl_delta,100,95,Horstmann,116.73313292692805,-116.73313292692805,241.4662658538561,251.88694659780847,138.62943611198907,21.896303185061015,False,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,510,64,32,0.41163010596621963,,1e-06,1e-06,1.1029770664601826
q_learning,100,95,Horstmann,135.9054873499933,-135.9054873499933,275.8109746999866,281.0213150719628,138.62943611198907,2.723948761995757,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,30,8,10,0.3482688385652208,0.3301661447276099,,,
pvl_delta,100,96,Horstmann,119.56806602675194,-119.56806602675194,247.13613205350387,257.55681279745625,138.62943611198907,19.06137008523713,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,225,23,32,0.012788948508554937,,0.4673831137788212,2.8540908659787183,2.5228185512888976
q_learning,100,96,Horstmann,131.15480313868414,-131.15480313868414,266.3096062773683,271.5199466493445,138.62943611198907,7.474632973304921,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,90,20,10,0.061081842835438216,2.7069324210779397,,,
pvl_delta,100,97,Horstmann,108.67836712297478,-108.67836712297478,225.35673424594955,235.77741498990193,138.62943611198907,29.95106898901429,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,515,65,32,0.55441863351717,,0.1709931329050966,1e-06,1.3130915119861146
q_learning,100,97,Horstmann,131.84530123447468,-131.84530123447468,267.69060246894935,272.90094284092555,138.62943611198907,6.78413487751439,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,117,26,10,1.0,0.20904272778839644,,,
pvl_delta,100,98,Horstmann,72.7459046755485,-72.7459046755485,153.491809351097,163.91249009504938,138.62943611198907,65.88353143644056,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,730,82,32,0.6221271964825509,,0.8200295424683638,0.0665477400562844,1.541106131766817
q_learning,100,98,Horstmann,119.81457621636238,-119.81457621636238,243.62915243272477,248.83949280470094,138.62943611198907,18.814859895626682,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,5,9,0.6858454159926148,0.48662657502072604,,,
pvl_delta,100,99,Horstmann,134.50019874395068,-134.50019874395068,277.00039748790135,287.4210782318537,138.62943611198907,4.129237368038389,False,1,0,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,130,20,32,0.3627779682768383,,0.37606271308301936,1e-06,0.6561395992375528
q_learning,100,99,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,138.62943611198907,-1.1368683772161603e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,2,0.0,0.0,,,
pvl_delta,100,100,Horstmann,124.59758024272996,-124.59758024272996,257.19516048545995,267.6158412294123,138.62943611198907,14.031855869259104,False,1,0,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,95,15,32,0.8085417078982832,,1e-06,0.032802652488778394,0.777043835073869
q_learning,100,100,Horstmann,134.27803966408104,-134.27803966408104,272.55607932816207,277.7664197001383,138.62943611198907,4.35139644790803,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,11,10,0.43235679067120153,0.3510165737527104,,,
pvl_delta,100,101,Horstmann,111.35311157047553,-111.35311157047553,230.70622314095107,241.12690388490344,138.62943611198907,27.27632454151353,False,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,75,11,32,0.9650154054327885,,1e-06,1e-06,0.9271762803264825
q_learning,100,101,Horstmann,130.64997847583166,-130.64997847583166,265.2999569516633,270.5102973236395,138.62943611198907,7.979457636157406,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,234,49,9,0.0010203876174851505,100.0,,,
pvl_delta,100,102,Horstmann,21.10863983625968,-21.10863983625968,50.21727967251936,60.63796041647173,138.62943611198907,117.52079627572938,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,110,17,32,0.999999,,0.12375421285117694,0.8231786799817659,1.412321472343945
q_learning,100,102,Horstmann,40.58201259655184,-40.58201259655184,85.16402519310368,90.37436556507987,138.62943611198907,98.04742351543723,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,7,8,1.0,1.5305188844029007,,,
pvl_delta,100,103,Horstmann,60.295906023204445,-60.295906023204445,128.5918120464089,139.01249279036125,138.62943611198907,78.33353008878461,False,1,0,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,525,70,32,0.36485530416165957,,1.3886060457797726,1e-06,1.6035209327026443
q_learning,100,103,Horstmann,134.71949478814997,-134.71949478814997,273.43898957629995,278.64932994827615,138.62943611198907,3.9099413238390923,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,5,2,1.0,0.13762067784101023,,,
pvl_delta,100,104,Horstmann,102.79622463643241,-102.79622463643241,213.59244927286483,224.0131300168172,138.62943611198907,35.83321147555665,False,1,1,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,105,11,32,0.999999,,1e-06,0.36500870571359084,0.9145383548281594
q_learning,100,104,Horstmann,126.20537613347949,-126.20537613347949,256.410752266959,261.6210926389352,138.62943611198907,12.424059978509575,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,69,14,10,1.0,0.3579824953480651,,,
pvl_delta,100,105,Horstmann,109.02025148384826,-109.02025148384826,226.0405029676965,236.46118371164889,138.62943611198907,29.60918462814081,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,75,13,32,0.999999,,0.25693263020217516,0.2960735023480861,0.8741790627396459
q_learning,100,105,Horstmann,125.54021536471075,-125.54021536471075,255.0804307294215,260.2907711013977,138.62943611198907,13.089220747278318,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,21,4,10,1.0,0.3095558184021743,,,
pvl_delta,100,106,Horstmann,115.07226075835628,-115.07226075835628,238.14452151671256,248.56520226066493,138.62943611198907,23.557175353632786,False,1,0,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,80,14,32,0.619267127047585,,1e-06,0.12354733210122944,1.0032952594819167
q_learning,100,106,Horstmann,135.49966873688987,-135.49966873688987,274.99933747377975,280.20967784575595,138.62943611198907,3.129767375099192,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,7,2,1.0,0.18605862036910484,,,
pvl_delta,100,107,Horstmann,100.53243373143808,-100.53243373143808,209.06486746287615,219.48554820682853,138.62943611198907,38.09700238055099,False,2,1,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,115,17,32,0.999999,,1e-06,1e-06,1.0574112522614678
q_learning,100,107,Horstmann,127.32626427094405,-127.32626427094405,258.6525285418881,263.8628689138643,138.62943611198907,11.303171841045014,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,4,10,1.0,0.30364306987918277,,,
pvl_delta,100,108,Horstmann,132.24278610273043,-132.24278610273043,272.48557220546087,282.9062529494132,138.62943611198907,6.386650009258631,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,290,33,32,0.999999,,1.0341006926747982,0.08080603561338937,0.5182291063133784
q_learning,100,108,Horstmann,134.90494195196496,-134.90494195196496,273.8098839039299,279.0202242759061,138.62943611198907,3.7244941600241077,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,114,27,10,1.0,0.125387313157929,,,
pvl_delta,100,109,Horstmann,98.85974801172306,-98.85974801172306,205.7194960234461,216.1401767673985,138.62943611198907,39.76968810026601,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,540,66,32,0.013227014867719775,,1.1914805874719303,0.40912982126694397,3.366918864129595
q_learning,100,109,Horstmann,104.73898523229519,-104.73898523229519,213.47797046459038,218.68831083656656,138.62943611198907,33.89045087969387,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,90,25,10,0.02545828937657667,11.088747800097408,,,
pvl_delta,100,110,Horstmann,119.21183642642399,-119.21183642642399,246.42367285284797,256.8443535968003,138.62943611198907,19.41759968556508,False,1,1,2,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,250,27,32,0.00040731037916867083,,1e-06,1.9592259764721527,5.0
q_learning,100,110,Horstmann,126.49597039091324,-126.49597039091324,256.9919407818265,262.2022811538027,138.62943611198907,12.133465721075822,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,4,9,0.0013267916370504936,100.0,,,
pvl_delta,100,111,Horstmann,81.09668616951535,-81.09668616951535,170.1933723390307,180.61405308298308,138.62943611198907,57.532749942473714,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,520,67,32,0.999999,,0.33909101751977505,0.04252062644715913,1.2776419726187442
q_learning,100,111,Horstmann,122.09015227804548,-122.09015227804548,248.18030455609096,253.39064492806713,138.62943611198907,16.539283833943585,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,21,5,4,1.0,0.41395795940802405,,,
pvl_delta,100,112,Horstmann,98.30457075690863,-98.30457075690863,204.60914151381726,215.02982225776964,138.62943611198907,40.32486535508043,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,600,84,32,0.17992239375449365,,2.0,0.011428048845625371,1.4490538682563683
q_learning,100,112,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,138.62943611198907,-1.1368683772161603e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,2,0.0,0.0,,,
pvl_delta,100,113,Horstmann,117.33985296960111,-117.33985296960111,242.67970593920222,253.1003866831546,138.62943611198907,21.289583142387954,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,175,19,32,0.9524853850588286,,1e-06,0.0018504781464253669,0.88492773582954
q_learning,100,113,Horstmann,134.34006951161396,-134.34006951161396,272.6801390232279,277.8904793952041,138.62943611198907,4.289366600375104,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,48,8,10,0.8006746293787323,0.27404904016580656,,,
pvl_delta,100,114,Horstmann,96.76243505720365,-96.76243505720365,201.5248701144073,211.94555085835967,138.62943611198907,41.86700105478542,False,2,1,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,110,14,32,0.999999,,1e-06,1e-06,1.0645101286736582
q_learning,100,114,Horstmann,119.34626830724025,-119.34626830724025,242.6925366144805,247.90287698645668,138.62943611198907,19.283167804748814,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,27,7,10,1.0,0.3908784349532539,,,
pvl_delta,100,115,Horstmann,128.1395469997424,-128.1395469997424,264.2790939994848,274.69977474343716,138.62943611198907,10.489889112246658,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,180,25,32,0.31128474396818406,,1.0169901246697115,0.2868592677747131,0.8166707743745701
q_learning,100,115,Horstmann,130.86811163881666,-130.86811163881666,265.7362232776333,270.9465636496095,138.62943611198907,7.761324473172408,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,39,9,10,0.4145307434972261,0.41529342330023766,,,
pvl_delta,100,116,Horstmann,132.74479941188812,-132.74479941188812,273.48959882377625,283.9102795677286,138.62943611198907,5.884636700100941,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,210,24,32,0.999999,,0.6552371804183994,0.02897776571090997,0.5860032696388937
q_learning,100,116,Horstmann,136.9871977072761,-136.9871977072761,277.9743954145522,283.1847357865284,138.62943611198907,1.6422384047129697,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,3,2,1.0,0.1017024346342347,,,
pvl_delta,100,117,Horstmann,115.1218384220054,-115.1218384220054,238.2436768440108,248.66435758796317,138.62943611198907,23.50759768998367,False,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,105,15,32,0.7912692907122968,,1e-06,1e-06,0.9819807385842385
q_learning,100,117,Horstmann,135.41293234167316,-135.41293234167316,274.8258646833463,280.0362050553225,138.62943611198907,3.21650377031591,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,4,10,1.0,0.1401904904623591,,,
pvl_delta,100,118,Horstmann,79.02904645356634,-79.02904645356634,166.05809290713268,176.47877365108505,138.62943611198907,59.60038965842273,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,160,26,32,0.27056992727309115,,1.9475628693824367,1e-06,1.3558838578299046
q_learning,100,118,Horstmann,135.5539569830905,-135.5539569830905,275.107913966181,280.3182543381572,138.62943611198907,3.0754791288985643,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,4,2,1.0,0.1725625816094442,,,
pvl_delta,100,119,Horstmann,88.95176280229236,-88.95176280229236,185.90352560458473,196.3242063485371,138.62943611198907,49.6776733096967,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,235,21,32,0.1902210580815361,,0.2628493286865933,0.34837592385271116,1.4217922282513349
q_learning,100,119,Horstmann,137.0523232097852,-137.0523232097852,278.1046464195704,283.3149867915466,138.62943611198907,1.5771129022038792,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,5,2,0.7370384021432894,0.13404531931776242,,,
pvl_delta,100,120,Horstmann,125.7828081776204,-125.7828081776204,259.56561635524076,269.98629709919317,138.62943611198907,12.84662793436867,False,1,1,2,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,130,16,32,0.999999,,1e-06,0.47400153203869366,0.6092634905376657
q_learning,100,120,Horstmann,134.32695366416107,-134.32695366416107,272.65390732832213,277.86424770029834,138.62943611198907,4.302482447827998,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,4,10,1.0,0.2037916073538064,,,
pvl_delta,100,121,Horstmann,107.30610278012897,-107.30610278012897,222.61220556025793,233.0328863042103,138.62943611198907,31.3233333318601,False,1,0,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,120,19,32,0.8551278121663689,,1e-06,0.008028650716015258,1.0458583706072964
q_learning,100,121,Horstmann,129.66716540993727,-129.66716540993727,263.33433081987454,268.54467119185074,138.62943611198907,8.962270702051796,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,132,19,10,0.025389532947377058,4.46410414433277,,,
pvl_delta,100,122,Horstmann,127.85634505267308,-127.85634505267308,263.71269010534616,274.1333708492985,138.62943611198907,10.773091059315988,False,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,565,80,32,0.11270542245681003,,1e-06,1e-06,1.1741124454334269
q_learning,100,122,Horstmann,131.99595288552663,-131.99595288552663,267.99190577105327,273.20224614302947,138.62943611198907,6.633483226462431,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33,3,10,0.001121688838655567,100.0,,,
pvl_delta,100,123,Horstmann,136.03620552701693,-136.03620552701693,280.07241105403386,290.4930917979862,138.62943611198907,2.593230584972133,False,2,1,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,110,14,32,0.999999,,1e-06,1e-06,0.4122576640056777
q_learning,100,123,Horstmann,137.75905371062467,-137.75905371062467,279.51810742124934,284.72844779322554,138.62943611198907,0.8703824013643953,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,243,56,10,0.0004331407299641011,100.0,,,
pvl_delta,100,124,Horstmann,90.4350773471455,-90.4350773471455,188.870154694291,199.29083543824336,138.62943611198907,48.19435876484357,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,545,74,32,0.999999,,0.393392385778204,0.03723235175915882,1.1921142087872874
