model,n_trials,subject_id,source_study,negative_log_likelihood,log_likelihood,aic,bic,uniform_choice_nll,nll_improvement_over_uniform,uniform_choice_fit,n_parameters_at_lower_bound,n_parameters_at_upper_bound,n_parameters_at_any_bound,converged,optimizer_message,n_function_evaluations,n_iterations,n_starts,learning_rate,inverse_temperature
q_learning,100,28,Horstmann,121.24935659706384,-121.24935659706384,246.49871319412767,251.70905356610385,138.62943611198907,17.380079514925228,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,96,22,4,0.002831502061115546,50.0
q_learning,100,31,Horstmann,121.81769671286615,-121.81769671286615,247.6353934257323,252.84573379770848,138.62943611198907,16.811739399122914,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,78,20,3,0.003380585861094574,50.0
q_learning,100,32,Horstmann,137.31005422214943,-137.31005422214943,278.62010844429886,283.83044881627507,138.62943611198907,1.319381889839633,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,228,56,5,0.0006641313220508204,50.0
q_learning,100,41,Horstmann,120.93909442428225,-120.93909442428225,245.8781888485645,251.08852922054066,138.62943611198907,17.69034168770682,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,183,42,5,0.0027625653216750354,50.0
q_learning,100,44,Horstmann,119.03995194946111,-119.03995194946111,242.07990389892223,247.2902442708984,138.62943611198907,19.589484162527953,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,162,33,4,0.002583653791259504,50.0
q_learning,100,46,Horstmann,84.47160423497462,-84.47160423497462,172.94320846994924,178.1535488419254,138.62943611198907,54.157831877014445,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,5,4,0.005814240593355871,50.0
q_learning,100,54,Horstmann,123.47187055788893,-123.47187055788893,250.94374111577787,256.15408148775407,138.62943611198907,15.157565554100131,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42,6,5,1.0,0.39960611970407695
q_learning,100,62,Horstmann,83.1664972609367,-83.1664972609367,170.3329945218734,175.54333489384956,138.62943611198907,55.46293885105237,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,96,14,5,0.013244046637593949,27.083904350413896
q_learning,100,64,Horstmann,119.19774395370028,-119.19774395370028,242.39548790740056,247.60582827937674,138.62943611198907,19.431692158288783,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,84,18,4,0.0039498428971438794,50.0
q_learning,100,69,Horstmann,87.36545714238996,-87.36545714238996,178.7309142847799,183.9412546567561,138.62943611198907,51.26397896959911,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,84,25,4,0.006103107887508476,50.0
q_learning,100,71,Horstmann,137.9771037135819,-137.9771037135819,279.9542074271638,285.16454779914,138.62943611198907,0.6523323984071681,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,192,43,4,0.0006716865467710238,49.3350051387671
q_learning,100,73,Horstmann,137.77865901351242,-137.77865901351242,279.55731802702485,284.76765839900105,138.62943611198907,0.850777098476641,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,411,90,5,0.0007150474399202373,42.54846606229245
q_learning,100,74,Horstmann,108.11848002976434,-108.11848002976434,220.23696005952868,225.44730043150486,138.62943611198907,30.510956082224723,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,195,38,5,0.006004551971536039,23.18419126935075
q_learning,100,91,Horstmann,39.826324839465286,-39.826324839465286,83.65264967893057,88.86299005090676,138.62943611198907,98.80311127252378,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,81,23,1,0.013477796571371901,50.0
q_learning,100,94,Horstmann,133.1882553144717,-133.1882553144717,270.3765106289434,275.5868510009196,138.62943611198907,5.441180797517376,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,150,36,5,0.0019923026234821084,50.0
q_learning,100,101,Horstmann,130.66889555531986,-130.66889555531986,265.3377911106397,270.54813148261593,138.62943611198907,7.960540556669201,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,4,5,0.0020675645949054756,49.99999999917443
q_learning,100,110,Horstmann,126.66863830817991,-126.66863830817991,257.3372766163598,262.547616988336,138.62943611198907,11.960797803809157,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,156,27,4,0.0026460591553998003,50.0
q_learning,100,114,Horstmann,126.69703228999903,-126.69703228999903,257.39406457999803,262.60440495197423,138.62943611198907,11.932403821990036,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,5,5,0.0018653079994022255,49.9999999885707
q_learning,100,117,Horstmann,135.4129323416799,-135.4129323416799,274.8258646833598,280.036205055336,138.62943611198907,3.216503770309174,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,108,16,5,1.0,0.14019064539276238
q_learning,100,122,Horstmann,132.0068354648523,-132.0068354648523,268.0136709297046,273.2240113016808,138.62943611198907,6.622600647136778,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,159,32,5,0.0022684149100969777,50.0
q_learning,100,123,Horstmann,137.76165960889526,-137.76165960889526,279.5233192177905,284.7336595897667,138.62943611198907,0.8677765030938076,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,198,46,5,0.0008654296776064662,50.0
q_learning,100,128,Horstmann,73.08646345650028,-73.08646345650028,150.17292691300057,155.38326728497674,138.62943611198907,65.54297265548878,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,87,25,4,0.008769390013852029,50.0
q_learning,100,135,Horstmann,82.4845379462467,-82.4845379462467,168.9690758924934,174.17941626446958,138.62943611198907,56.14489816574236,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,57,6,4,0.006200464555049746,50.0
q_learning,100,137,Horstmann,129.44931453448973,-129.44931453448973,262.89862906897946,268.10896944095566,138.62943611198907,9.180121577499335,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,90,21,4,0.002580621460497612,50.0
q_learning,100,138,Horstmann,130.3443338287717,-130.3443338287717,264.6886676575434,269.8990080295196,138.62943611198907,8.285102283217356,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60,5,5,0.0019040189749509526,49.99999999779853
q_learning,100,142,Horstmann,105.02599920785224,-105.02599920785224,214.05199841570447,219.26233878768065,138.62943611198907,33.60343690413683,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,105,25,5,0.005259083778846306,50.0
q_learning,100,147,Horstmann,131.6781722261259,-131.6781722261259,267.3563444522518,272.566684824228,138.62943611198907,6.95126388586317,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,135,34,5,0.005290580252358096,22.945584424570782
q_learning,100,151,Horstmann,127.52068494552597,-127.52068494552597,259.04136989105194,264.25171026302814,138.62943611198907,11.108751166463094,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,123,29,5,0.002253717995775606,50.0
q_learning,100,155,Horstmann,131.35449257207972,-131.35449257207972,266.70898514415944,271.91932551613564,138.62943611198907,7.274943539909344,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,3,5,0.0014075878046029948,50.0
q_learning,100,162,Horstmann,78.53937844058377,-78.53937844058377,161.07875688116755,166.28909725314372,138.62943611198907,60.09005767140529,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,63,6,3,0.005458820098341223,50.0
q_learning,100,166,Kjome,132.0095385825494,-132.0095385825494,268.0190771650988,273.229417537075,138.62943611198907,6.619897529439669,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,147,35,4,0.0012406808617126035,50.0
q_learning,100,168,Kjome,126.28225752998198,-126.28225752998198,256.5645150599639,261.7748554319401,138.62943611198907,12.34717858200709,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,120,27,5,0.00244579199736058,50.0
q_learning,100,169,Kjome,131.69359614206928,-131.69359614206928,267.38719228413856,272.59753265611477,138.62943611198907,6.935839969919783,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,2,4,0.0012006612674698657,50.0
q_learning,100,178,Kjome,123.64856159500155,-123.64856159500155,251.2971231900031,256.5074635619793,138.62943611198907,14.980874516987512,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33,5,5,0.0024625047962155383,49.999999997127084
q_learning,100,180,Kjome,128.14072728706586,-128.14072728706586,260.2814545741317,265.4917949461079,138.62943611198907,10.488708824923208,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,51,6,5,0.0019754315219534346,49.99999998714826
q_learning,100,184,Maia,124.87657040441557,-124.87657040441557,253.75314080883115,258.9634811808073,138.62943611198907,13.752865707573491,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,174,36,4,0.002779822008552991,50.0
q_learning,100,185,Maia,127.62548898578025,-127.62548898578025,259.2509779715605,264.4613183435367,138.62943611198907,11.003947126208814,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,4,5,0.0018958152562331175,50.0
q_learning,100,186,Maia,136.57211285573013,-136.57211285573013,277.14422571146025,282.35456608343645,138.62943611198907,2.0573232562589396,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,150,40,4,0.000817045123672445,50.0
q_learning,100,187,Maia,120.47402306025025,-120.47402306025025,244.9480461205005,250.15838649247667,138.62943611198907,18.15541305173882,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,90,24,4,0.002559079785417894,50.0
q_learning,100,192,Maia,135.78697261178496,-135.78697261178496,275.5739452235699,280.7842855955461,138.62943611198907,2.8424635002041043,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,153,35,4,0.0009138352557728157,50.0
q_learning,100,193,Maia,76.80919320813436,-76.80919320813436,157.61838641626872,162.8287267882449,138.62943611198907,61.820242903854705,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,96,26,3,0.007937828548241039,50.0
q_learning,100,194,Maia,23.305130224533947,-23.305130224533947,50.610260449067894,55.82060082104408,138.62943611198907,115.32430588745513,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,21,4,1,0.025237814348415297,50.0
q_learning,100,196,Maia,101.37886484483218,-101.37886484483218,206.75772968966436,211.96807006164053,138.62943611198907,37.250571267156886,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,105,25,4,0.005286907761012091,50.0
q_learning,100,200,Maia,102.61152956593479,-102.61152956593479,209.22305913186958,214.43339950384575,138.62943611198907,36.01790654605428,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,5,4,0.006062657494771717,50.0
q_learning,100,203,Maia,136.74879789162225,-136.74879789162225,277.4975957832445,282.7079361552207,138.62943611198907,1.8806382203668193,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,174,42,5,0.0007405247447174564,50.0
q_learning,100,208,Maia,127.44045807722507,-127.44045807722507,258.8809161544501,264.0912565264263,138.62943611198907,11.188978034763991,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,150,33,5,0.002643887486321576,50.0
q_learning,100,210,Maia,48.59117703300488,-48.59117703300488,101.18235406600976,106.39269443798595,138.62943611198907,90.03825907898418,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,5,4,0.012556337895676598,50.0
q_learning,100,213,Maia,137.91019420650497,-137.91019420650497,279.82038841300994,285.03072878498614,138.62943611198907,0.7192419054840968,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,372,83,5,0.0004256904105287385,50.0
q_learning,100,214,Maia,59.933579258861,-59.933579258861,123.867158517722,129.07749888969818,138.62943611198907,78.69585685312806,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,4,4,0.012444876176475906,50.0
q_learning,100,215,Maia,59.88409918641946,-59.88409918641946,123.76819837283892,128.9785387448151,138.62943611198907,78.7453369255696,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,4,4,0.012199930603027187,50.0
q_learning,100,217,Maia,137.00920410226004,-137.00920410226004,278.0184082045201,283.2287485764963,138.62943611198907,1.6202320097290226,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,246,58,5,0.0007042025228457014,50.0
q_learning,100,219,Maia,117.92216962260932,-117.92216962260932,239.84433924521863,245.0546796171948,138.62943611198907,20.707266489379748,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,171,36,4,0.0032932617762110867,50.0
q_learning,100,221,Maia,132.56010407010655,-132.56010407010655,269.1202081402131,274.3305485121893,138.62943611198907,6.069332041882518,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,156,33,5,0.0016012325238965695,50.0
q_learning,100,294,Premkumar,130.2808902347528,-130.2808902347528,264.5617804695056,269.7721208414818,138.62943611198907,8.348545877236262,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,162,35,4,0.0015271287193045126,50.0
q_learning,100,295,Premkumar,110.59443851297982,-110.59443851297982,225.18887702595964,230.39921739793581,138.62943611198907,28.034997599009245,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,102,21,5,0.011632342794656943,26.647288494735303
q_learning,100,300,Premkumar,122.68814173079292,-122.68814173079292,249.37628346158584,254.58662383356202,138.62943611198907,15.941294381196144,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,147,34,5,0.002293811620930955,50.0
q_learning,100,307,Premkumar,110.2621353326494,-110.2621353326494,224.5242706652988,229.73461103727496,138.62943611198907,28.367300779339672,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,114,29,4,0.0035240441578700057,50.0
q_learning,100,308,Premkumar,128.07361260945547,-128.07361260945547,260.14722521891093,265.35756559088713,138.62943611198907,10.555823502533599,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,5,5,0.0019848603436510783,49.999999991506925
q_learning,100,311,Premkumar,134.24957434537495,-134.24957434537495,272.4991486907499,277.7094890627261,138.62943611198907,4.379861766614113,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,132,22,4,0.0013848634514544416,50.0
q_learning,100,312,Premkumar,128.0881963011408,-128.0881963011408,260.1763926022816,265.3867329742578,138.62943611198907,10.541239810848253,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,6,5,0.0019547967587863254,49.99999998715068
q_learning,150,4,Steingroever2011,103.40882367543325,-103.40882367543325,210.8176473508665,216.83891793905903,207.94415416798358,104.53533049255033,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,96,24,4,0.009915517948866167,29.87286796179231
q_learning,150,5,Steingroever2011,57.2795623470857,-57.2795623470857,118.5591246941714,124.58039528236391,207.94415416798358,150.6645918208979,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,126,25,3,0.0061374168628753716,50.0
q_learning,150,8,Steingroever2011,4.278043023789841,-4.278043023789841,12.556086047579681,18.57735663577219,207.94415416798358,203.66611114419374,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,12,2,1,0.16073178933829088,50.0
q_learning,150,11,Steingroever2011,97.25533410839977,-97.25533410839977,198.51066821679953,204.53193880499205,207.94415416798358,110.68882005958382,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,99,24,4,0.005023542158091152,50.0
q_learning,150,13,Steingroever2011,131.48175345732633,-131.48175345732633,266.96350691465267,272.9847775028452,207.94415416798358,76.46240071065725,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,81,24,4,0.004192915034904009,50.0
q_learning,150,16,Steingroever2011,125.17422103282514,-125.17422103282514,254.3484420656503,260.3697126538428,207.94415416798358,82.76993313515844,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,144,21,3,0.003908495543556298,50.0
q_learning,150,19,Steingroever2011,202.1675876837842,-202.1675876837842,408.3351753675684,414.35644595576093,207.94415416798358,5.776566484199378,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,132,30,4,0.0008504327903869676,50.0
q_learning,150,20,Steingroever2011,191.58201119193015,-191.58201119193015,387.1640223838603,393.1852929720528,207.94415416798358,16.362142976053434,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,186,41,5,0.0015655561599314718,50.0
q_learning,150,24,Steingroever2011,196.95041437456524,-196.95041437456524,397.9008287491305,403.922099337323,207.94415416798358,10.993739793418342,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,201,42,5,0.0011056909396100821,50.0
q_learning,150,27,Steingroever2011,87.92346190866537,-87.92346190866537,179.84692381733075,185.86819440552327,207.94415416798358,120.02069225931821,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,75,16,4,0.0043112760559577915,50.0
q_learning,150,30,Steingroever2011,192.36962169815783,-192.36962169815783,388.73924339631566,394.7605139845082,207.94415416798358,15.574532469825755,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,5,4,0.0016667572315677078,49.99999999976711
q_learning,150,34,Steingroever2011,34.9891124604418,-34.9891124604418,73.9782249208836,79.99949550907611,207.94415416798358,172.9550417075418,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,87,24,5,0.027863351957058326,23.315198728296686
q_learning,150,37,Steingroever2011,194.7622390886702,-194.7622390886702,393.5244781773404,399.54574876553295,207.94415416798358,13.18191507931337,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,147,29,4,0.002182117704025239,50.0
q_learning,150,38,Steingroever2011,20.2239561294679,-20.2239561294679,44.4479122589358,50.46918284712831,207.94415416798358,187.7201980385157,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,123,28,3,0.02510465810960399,50.0
q_learning,150,39,Steingroever2011,199.16481021716288,-199.16481021716288,402.32962043432576,408.3508910225183,207.94415416798358,8.779343950820703,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,195,41,5,0.0013257463878926887,50.0
q_learning,150,42,Steingroever2011,177.91662668702298,-177.91662668702298,359.83325337404597,365.8545239622385,207.94415416798358,30.0275274809606,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,54,5,4,0.002132804274122057,50.0
q_learning,150,52,Steingroever2011,143.67309848187136,-143.67309848187136,291.3461969637427,297.36746755193525,207.94415416798358,64.27105568611222,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,87,26,3,0.0037481619751463476,50.0
q_learning,150,53,Steingroever2011,204.70952884320334,-204.70952884320334,413.4190576864067,419.4403282745992,207.94415416798358,3.2346253247802395,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,162,33,4,0.0007133842563183285,50.0
q_learning,150,55,Steingroever2011,106.58515648371575,-106.58515648371575,217.1703129674315,223.19158355562402,207.94415416798358,101.35899768426783,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,4,4,0.00503380743226834,50.0
q_learning,150,57,Steingroever2011,1.7184358966270252,-1.7184358966270252,7.436871793254051,13.458142381446562,207.94415416798358,206.22571827135656,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,15,3,1,0.18991951131400828,50.0
q_learning,100,225,SteingroverInPrep,53.923259220028925,-53.923259220028925,111.84651844005785,117.05685881203404,138.62943611198907,84.70617689196014,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,153,16,2,0.014032328431941656,50.0
q_learning,100,230,SteingroverInPrep,50.95066966730689,-50.95066966730689,105.90133933461378,111.11167970658997,138.62943611198907,87.67876644468217,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,81,24,4,0.01323009284125557,50.0
q_learning,100,231,SteingroverInPrep,86.76528730444119,-86.76528730444119,177.53057460888238,182.74091498085855,138.62943611198907,51.86414880754788,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,132,26,4,0.00512920525778595,50.0
q_learning,100,233,SteingroverInPrep,129.27565375087943,-129.27565375087943,262.55130750175886,267.76164787373506,138.62943611198907,9.353782361109637,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,192,36,5,0.0021346522657436934,50.0
q_learning,100,237,SteingroverInPrep,101.35088446675258,-101.35088446675258,206.70176893350515,211.91210930548132,138.62943611198907,37.27855164523649,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,4,4,0.0054687816109036174,50.0
q_learning,100,240,SteingroverInPrep,103.27270347895455,-103.27270347895455,210.5454069579091,215.75574732988528,138.62943611198907,35.35673263303451,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,84,16,4,0.0037618563060768753,50.0
q_learning,100,246,SteingroverInPrep,116.39303592252698,-116.39303592252698,236.78607184505395,241.99641221703013,138.62943611198907,22.23640018946209,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,111,28,4,0.0035096888421600864,50.0
q_learning,100,254,SteingroverInPrep,68.33503399680754,-68.33503399680754,140.67006799361508,145.88040836559125,138.62943611198907,70.29440211518153,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,81,23,3,0.010910625058764948,50.0
q_learning,100,256,SteingroverInPrep,98.15718590142312,-98.15718590142312,200.31437180284624,205.5247121748224,138.62943611198907,40.472250210565946,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,93,24,4,0.004109536210396262,50.0
q_learning,100,258,SteingroverInPrep,44.12558658942817,-44.12558658942817,92.25117317885633,97.46151355083252,138.62943611198907,94.5038495225609,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,4,4,0.010440336438559052,50.0
q_learning,100,262,SteingroverInPrep,97.92199870750078,-97.92199870750078,199.84399741500155,205.05433778697773,138.62943611198907,40.70743740448829,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,114,31,5,0.007182697043480687,49.72855391306018
q_learning,100,272,SteingroverInPrep,81.88213439530332,-81.88213439530332,167.76426879060665,172.97460916258282,138.62943611198907,56.74730171668574,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,30,6,5,0.0064039373329143655,50.0
q_learning,100,276,SteingroverInPrep,118.73434100411244,-118.73434100411244,241.46868200822487,246.67902238020105,138.62943611198907,19.895095107876628,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,117,30,5,0.0023942927535203105,50.0
